municipio_id;ano_previsao;previsao_homicidios;margem_erro_k;previsao_min;previsao_max;correlacao_temporal_r;erro_padrao_se;fator_penalidade_fr;n_anos_dados
300;2021;2;57.15476066494083;0;59;-0.3355798250206645;22.86190426597633;2.5;3
300;2022;0;57.15476066494083;0;40;-0.3355798250206645;22.86190426597633;2.5;3
301;2019;2;2.449489742783178;0;4;-0.5;1.224744871391589;2.0;3
301;2020;3;2.449489742783178;1;5;-0.5;1.224744871391589;2.0;3
301;2021;4;2.449489742783178;2;7;-0.5;1.224744871391589;2.0;3
301;2022;6;2.449489742783178;4;8;-0.5;1.224744871391589;2.0;3
302;2019;0;1.0206207261596576;0;1;-0.18898223650461357;0.408248290463863;2.5;3
302;2020;1;1.0206207261596576;0;2;-0.18898223650461357;0.408248290463863;2.5;3
302;2021;3;1.0206207261596576;2;4;-0.18898223650461357;0.408248290463863;2.5;3
302;2022;4;1.0206207261596576;3;5;-0.18898223650461357;0.408248290463863;2.5;3
303;2019;2;2.041241452319315;0;4;;0.816496580927726;2.5;3
303;2020;1;2.041241452319315;0;3;;0.816496580927726;2.5;3
303;2021;0;2.041241452319315;0;2;;0.816496580927726;2.5;3
303;2022;0;2.041241452319315;0;1;;0.816496580927726;2.5;3
304;2019;18;20.41241452319315;0;39;-0.004094648434042166;8.164965809277259;2.5;3
304;2020;22;20.41241452319315;2;43;-0.004094648434042166;8.164965809277259;2.5;3
304;2021;26;20.41241452319315;6;47;-0.004094648434042166;8.164965809277259;2.5;3
304;2022;30;20.41241452319315;10;51;-0.004094648434042166;8.164965809277259;2.5;3
305;2019;16;4.898979485566356;11;21;0.9493907204624115;4.898979485566356;1.0;3
305;2020;15;4.898979485566356;10;20;0.9493907204624115;4.898979485566356;1.0;3
305;2021;14;4.898979485566356;9;19;0.9493907204624115;4.898979485566356;1.0;3
305;2022;13;4.898979485566356;8;18;0.9493907204624115;4.898979485566356;1.0;3
306;2019;0;2.041241452319315;0;2;-0.4999999999999999;0.816496580927726;2.5;3
306;2020;1;2.041241452319315;0;3;-0.4999999999999999;0.816496580927726;2.5;3
306;2021;2;2.041241452319315;0;4;-0.4999999999999999;0.816496580927726;2.5;3
306;2022;3;2.041241452319315;1;5;-0.4999999999999999;0.816496580927726;2.5;3
307;2019;9;7.348469228349534;2;16;0.7559289460184545;4.898979485566356;1.5;3
307;2020;6;7.348469228349534;0;13;0.7559289460184545;4.898979485566356;1.5;3
307;2021;3;7.348469228349534;0;10;0.7559289460184545;4.898979485566356;1.5;3
307;2022;0;7.348469228349534;0;7;0.7559289460184545;4.898979485566356;1.5;3
308;2019;7;0.816496580927726;6;8;-0.6462208449906514;0.408248290463863;2.0;3
308;2020;4;0.816496580927726;4;5;-0.6462208449906514;0.408248290463863;2.0;3
308;2021;2;0.816496580927726;1;3;-0.6462208449906514;0.408248290463863;2.0;3
308;2022;0;0.816496580927726;0;0;-0.6462208449906514;0.408248290463863;2.0;3
309;2019;94;577.6713310063661;0;672;;231.06853240254645;2.5;3
309;2020;94;577.6713310063661;0;672;;231.06853240254645;2.5;3
309;2021;94;577.6713310063661;0;672;;231.06853240254645;2.5;3
309;2022;94;577.6713310063661;0;672;;231.06853240254645;2.5;3
310;2019;7;6.531972647421808;1;14;-0.9449111825230679;6.531972647421808;1.0;3
310;2020;11;6.531972647421808;5;18;-0.9449111825230679;6.531972647421808;1.0;3
310;2021;15;6.531972647421808;9;22;-0.9449111825230679;6.531972647421808;1.0;3
310;2022;19;6.531972647421808;13;26;-0.9449111825230679;6.531972647421808;1.0;3
312;2019;0;0.0;0;0;;0.0;2.5;3
312;2020;0;0.0;0;0;;0.0;2.5;3
312;2021;0;0.0;0;0;;0.0;2.5;3
312;2022;0;0.0;0;0;;0.0;2.5;3
313;2019;5;1.632993161855452;3;6;-0.9707253433941511;1.632993161855452;1.0;3
313;2020;3;1.632993161855452;1;4;-0.9707253433941511;1.632993161855452;1.0;3
313;2021;1;1.632993161855452;0;2;-0.9707253433941511;1.632993161855452;1.0;3
313;2022;0;1.632993161855452;0;0;-0.9707253433941511;1.632993161855452;1.0;3
314;2019;1;6.123724356957946;0;7;0.0;2.4494897427831783;2.5;3
314;2020;1;6.123724356957946;0;7;0.0;2.4494897427831783;2.5;3
314;2021;1;6.123724356957946;0;7;0.0;2.4494897427831783;2.5;3
314;2022;1;6.123724356957946;0;7;0.0;2.4494897427831783;2.5;3
315;2019;0;1.0206207261596576;0;1;-0.3273268353539885;0.408248290463863;2.5;3
315;2020;0;1.0206207261596576;0;1;-0.3273268353539885;0.408248290463863;2.5;3
315;2021;1;1.0206207261596576;0;2;-0.3273268353539885;0.408248290463863;2.5;3
315;2022;1;1.0206207261596576;0;2;-0.3273268353539885;0.408248290463863;2.5;3
316;2019;3;7.144345083117604;0;10;0.34995661963667785;2.8577380332470415;2.5;3
316;2020;3;7.144345083117604;0;10;0.34995661963667785;2.8577380332470415;2.5;3
316;2021;4;7.144345083117604;0;11;0.34995661963667785;2.8577380332470415;2.5;3
316;2022;4;7.144345083117604;0;11;0.34995661963667785;2.8577380332470415;2.5;3
317;2019;3;4.286607049870562;0;7;-0.7751332793988405;2.8577380332470415;1.5;3
317;2020;3;4.286607049870562;0;8;-0.7751332793988405;2.8577380332470415;1.5;3
317;2021;4;4.286607049870562;0;8;-0.7751332793988405;2.8577380332470415;1.5;3
317;2022;4;4.286607049870562;0;9;-0.7751332793988405;2.8577380332470415;1.5;3
318;2019;0;0.0;0;0;;0.0;2.5;3
318;2020;0;0.0;0;0;;0.0;2.5;3
318;2021;0;0.0;0;0;;0.0;2.5;3
318;2022;0;0.0;0;0;;0.0;2.5;3
319;2019;0;0.0;0;0;;0.0;2.5;3
319;2020;0;0.0;0;0;;0.0;2.5;3
319;2021;0;0.0;0;0;;0.0;2.5;3
319;2022;0;0.0;0;0;;0.0;2.5;3
320;2019;1;0.0;1;1;0.7559289460184544;0.0;1.5;3
320;2020;4;0.0;4;4;0.7559289460184544;0.0;1.5;3
320;2021;7;0.0;7;7;0.7559289460184544;0.0;1.5;3
320;2022;10;0.0;10;10;0.7559289460184544;0.0;1.5;3
322;2019;0;0.0;0;0;;0.0;2.5;3
322;2020;0;0.0;0;0;;0.0;2.5;3
322;2021;0;0.0;0;0;;0.0;2.5;3
322;2022;0;0.0;0;0;;0.0;2.5;3
323;2019;3;0.408248290463863;2;3;1.0;0.408248290463863;1.0;3
323;2020;1;0.408248290463863;1;2;1.0;0.408248290463863;1.0;3
323;2021;0;0.408248290463863;0;0;1.0;0.408248290463863;1.0;3
323;2022;0;0.408248290463863;0;0;1.0;0.408248290463863;1.0;3
324;2019;4;0.408248290463863;4;5;-1.0;0.408248290463863;1.0;3
324;2020;4;0.408248290463863;3;4;-1.0;0.408248290463863;1.0;3
324;2021;3;0.408248290463863;3;4;-1.0;0.408248290463863;1.0;3
324;2022;3;0.408248290463863;2;3;-1.0;0.408248290463863;1.0;3
326;2019;6;9.185586535436919;0;15;0.0;3.6742346141747673;2.5;3
326;2020;5;9.185586535436919;0;14;0.0;3.6742346141747673;2.5;3
326;2021;4;9.185586535436919;0;14;0.0;3.6742346141747673;2.5;3
326;2022;4;9.185586535436919;0;13;0.0;3.6742346141747673;2.5;3
327;2019;3;12.24744871391589;0;16;0.8660254037844387;8.16496580927726;1.5;3
327;2020;3;12.24744871391589;0;16;0.8660254037844387;8.16496580927726;1.5;3
327;2021;3;12.24744871391589;0;16;0.8660254037844387;8.16496580927726;1.5;3
327;2022;3;12.24744871391589;0;16;0.8660254037844387;8.16496580927726;1.5;3
328;2019;0;0.816496580927726;0;1;0.9449111825230683;0.816496580927726;1.0;3
328;2020;0;0.816496580927726;0;1;0.9449111825230683;0.816496580927726;1.0;3
328;2021;0;0.816496580927726;0;1;0.9449111825230683;0.816496580927726;1.0;3
328;2022;0;0.816496580927726;0;1;0.9449111825230683;0.816496580927726;1.0;3
329;2019;0;2.041241452319315;0;2;0.0;0.816496580927726;2.5;3
329;2020;0;2.041241452319315;0;2;0.0;0.816496580927726;2.5;3
329;2021;0;2.041241452319315;0;2;0.0;0.816496580927726;2.5;3
329;2022;0;2.041241452319315;0;2;0.0;0.816496580927726;2.5;3
330;2019;0;0.816496580927726;0;1;0.9999999999999998;0.816496580927726;1.0;3
330;2020;0;0.816496580927726;0;1;0.9999999999999998;0.816496580927726;1.0;3
330;2021;0;0.816496580927726;0;1;0.9999999999999998;0.816496580927726;1.0;3
330;2022;0;0.816496580927726;0;1;0.9999999999999998;0.816496580927726;1.0;3
331;2019;0;0.0;0;0;;0.0;2.5;3
331;2020;0;0.0;0;0;;0.0;2.5;3
331;2021;0;0.0;0;0;;0.0;2.5;3
331;2022;0;0.0;0;0;;0.0;2.5;3
332;2019;2;1.224744871391589;0;3;-1.0;1.224744871391589;1.0;3
332;2020;1;1.224744871391589;0;2;-1.0;1.224744871391589;1.0;3
332;2021;0;1.224744871391589;0;2;-1.0;1.224744871391589;1.0;3
332;2022;0;1.224744871391589;0;1;-1.0;1.224744871391589;1.0;3
333;2019;9;11.430952132988164;0;20;-0.9158038867048388;11.430952132988164;1.0;3
333;2020;10;11.430952132988164;0;21;-0.9158038867048388;11.430952132988164;1.0;3
333;2021;11;11.430952132988164;0;22;-0.9158038867048388;11.430952132988164;1.0;3
333;2022;12;11.430952132988164;0;23;-0.9158038867048388;11.430952132988164;1.0;3
334;2019;8;6.531972647421808;2;15;0.9997237074316013;6.531972647421808;1.0;3
334;2020;10;6.531972647421808;4;17;0.9997237074316013;6.531972647421808;1.0;3
334;2021;12;6.531972647421808;6;19;0.9997237074316013;6.531972647421808;1.0;3
334;2022;14;6.531972647421808;8;21;0.9997237074316013;6.531972647421808;1.0;3
335;2019;0;2.449489742783178;0;2;0.8660254037844385;1.632993161855452;1.5;3
335;2020;1;2.449489742783178;0;4;0.8660254037844385;1.632993161855452;1.5;3
335;2021;3;2.449489742783178;1;6;0.8660254037844385;1.632993161855452;1.5;3
335;2022;5;2.449489742783178;3;8;0.8660254037844385;1.632993161855452;1.5;3
336;2019;2;2.449489742783178;0;4;-0.5;1.224744871391589;2.0;3
336;2020;1;2.449489742783178;0;3;-0.5;1.224744871391589;2.0;3
336;2021;0;2.449489742783178;0;3;-0.5;1.224744871391589;2.0;3
336;2022;0;2.449489742783178;0;2;-0.5;1.224744871391589;2.0;3
337;2019;24;5.715476066494083;19;30;-0.9220179477747358;5.715476066494083;1.0;3
337;2020;22;5.715476066494083;17;28;-0.9220179477747358;5.715476066494083;1.0;3
337;2021;20;5.715476066494083;15;26;-0.9220179477747358;5.715476066494083;1.0;3
337;2022;18;5.715476066494083;13;24;-0.9220179477747358;5.715476066494083;1.0;3
338;2019;0;0.0;0;0;;0.0;2.5;3
338;2020;0;0.0;0;0;;0.0;2.5;3
338;2021;0;0.0;0;0;;0.0;2.5;3
338;2022;0;0.0;0;0;;0.0;2.5;3
339;2019;0;0.0;0;0;;0.0;2.5;3
339;2020;0;0.0;0;0;;0.0;2.5;3
339;2021;0;0.0;0;0;;0.0;2.5;3
339;2022;0;0.0;0;0;;0.0;2.5;3
340;2019;10;4.082482904638632;6;14;0.18898223650461354;1.6329931618554527;2.5;3
340;2020;10;4.082482904638632;6;14;0.18898223650461354;1.6329931618554527;2.5;3
340;2021;10;4.082482904638632;6;14;0.18898223650461354;1.6329931618554527;2.5;3
340;2022;10;4.082482904638632;6;14;0.18898223650461354;1.6329931618554527;2.5;3
341;2019;0;1.224744871391589;0;2;-1.0;1.224744871391589;1.0;3
341;2020;1;1.224744871391589;0;2;-1.0;1.224744871391589;1.0;3
341;2021;2;1.224744871391589;0;3;-1.0;1.224744871391589;1.0;3
341;2022;2;1.224744871391589;1;3;-1.0;1.224744871391589;1.0;3
342;2019;21;21.43303524935281;0;43;0.8653759672781295;14.288690166235206;1.5;3
342;2020;28;21.43303524935281;6;49;0.8653759672781295;14.288690166235206;1.5;3
342;2021;34;21.43303524935281;13;56;0.8653759672781295;14.288690166235206;1.5;3
342;2022;41;21.43303524935281;19;62;0.8653759672781295;14.288690166235206;1.5;3
343;2019;0;1.632993161855452;0;1;0.5;0.816496580927726;2.0;3
343;2020;1;1.632993161855452;0;2;0.5;0.816496580927726;2.0;3
343;2021;2;1.632993161855452;0;3;0.5;0.816496580927726;2.0;3
343;2022;3;1.632993161855452;1;4;0.5;0.816496580927726;2.0;3
344;2019;28;10.206207261596575;18;38;0.9776407723017848;10.206207261596575;1.0;3
344;2020;28;10.206207261596575;17;38;0.9776407723017848;10.206207261596575;1.0;3
344;2021;27;10.206207261596575;17;37;0.9776407723017848;10.206207261596575;1.0;3
344;2022;27;10.206207261596575;16;37;0.9776407723017848;10.206207261596575;1.0;3
345;2019;0;0.0;0;0;;0.0;2.5;3
345;2020;0;0.0;0;0;;0.0;2.5;3
345;2021;0;0.0;0;0;;0.0;2.5;3
345;2022;0;0.0;0;0;;0.0;2.5;3
346;2019;15;22.45365597551247;0;38;0.005296717158628724;8.981462390204987;2.5;3
346;2020;13;22.45365597551247;0;36;0.005296717158628724;8.981462390204987;2.5;3
346;2021;11;22.45365597551247;0;34;0.005296717158628724;8.981462390204987;2.5;3
346;2022;9;22.45365597551247;0;32;0.005296717158628724;8.981462390204987;2.5;3
347;2019;0;1.632993161855452;0;2;0.9449111825230678;1.632993161855452;1.0;3
347;2020;1;1.632993161855452;0;3;0.9449111825230678;1.632993161855452;1.0;3
347;2021;2;1.632993161855452;1;4;0.9449111825230678;1.632993161855452;1.0;3
347;2022;3;1.632993161855452;2;5;0.9449111825230678;1.632993161855452;1.0;3
348;2019;2;6.123724356957945;0;8;0.993322838421865;6.123724356957945;1.0;3
348;2020;6;6.123724356957945;0;12;0.993322838421865;6.123724356957945;1.0;3
348;2021;10;6.123724356957945;4;17;0.993322838421865;6.123724356957945;1.0;3
348;2022;15;6.123724356957945;9;21;0.993322838421865;6.123724356957945;1.0;3
349;2019;5;13.063945294843617;0;18;0.9999999999999998;13.063945294843617;1.0;3
349;2020;5;13.063945294843617;0;18;0.9999999999999998;13.063945294843617;1.0;3
349;2021;5;13.063945294843617;0;18;0.9999999999999998;13.063945294843617;1.0;3
349;2022;5;13.063945294843617;0;18;0.9999999999999998;13.063945294843617;1.0;3
350;2019;53;44.90731195102492;8;98;-0.19793888469205984;17.96292478040997;2.5;3
350;2020;61;44.90731195102492;16;106;-0.19793888469205984;17.96292478040997;2.5;3
350;2021;69;44.90731195102492;24;114;-0.19793888469205984;17.96292478040997;2.5;3
350;2022;77;44.90731195102492;32;122;-0.19793888469205984;17.96292478040997;2.5;3
352;2019;25;7.348469228349534;18;32;-0.8660254037844387;4.898979485566356;1.5;3
352;2020;16;7.348469228349534;9;23;-0.8660254037844387;4.898979485566356;1.5;3
352;2021;7;7.348469228349534;0;14;-0.8660254037844387;4.898979485566356;1.5;3
352;2022;0;7.348469228349534;0;5;-0.8660254037844387;4.898979485566356;1.5;3
353;2019;1;0.0;1;1;;0.0;2.5;3
353;2020;1;0.0;1;1;;0.0;2.5;3
353;2021;1;0.0;1;1;;0.0;2.5;3
353;2022;1;0.0;1;1;;0.0;2.5;3
354;2019;1;1.632993161855452;0;2;-0.585205735980653;0.816496580927726;2.0;3
354;2020;2;1.632993161855452;0;3;-0.585205735980653;0.816496580927726;2.0;3
354;2021;3;1.632993161855452;1;4;-0.585205735980653;0.816496580927726;2.0;3
354;2022;4;1.632993161855452;2;5;-0.585205735980653;0.816496580927726;2.0;3
355;2019;0;0.6123724356957945;0;0;0.826033187630902;0.408248290463863;1.5;3
355;2020;1;0.6123724356957945;1;2;0.826033187630902;0.408248290463863;1.5;3
355;2021;3;0.6123724356957945;2;3;0.826033187630902;0.408248290463863;1.5;3
355;2022;4;0.6123724356957945;4;5;0.826033187630902;0.408248290463863;1.5;3
356;2019;0;1.224744871391589;0;2;0.7559289460184544;0.816496580927726;1.5;3
356;2020;0;1.224744871391589;0;2;0.7559289460184544;0.816496580927726;1.5;3
356;2021;0;1.224744871391589;0;2;0.7559289460184544;0.816496580927726;1.5;3
356;2022;0;1.224744871391589;0;2;0.7559289460184544;0.816496580927726;1.5;3
357;2019;12;8.16496580927726;4;20;-0.05014122105639003;3.265986323710904;2.5;3
357;2020;15;8.16496580927726;7;23;-0.05014122105639003;3.265986323710904;2.5;3
357;2021;18;8.16496580927726;10;26;-0.05014122105639003;3.265986323710904;2.5;3
357;2022;21;8.16496580927726;13;29;-0.05014122105639003;3.265986323710904;2.5;3
358;2019;0;2.041241452319315;0;2;;0.816496580927726;2.5;3
358;2020;0;2.041241452319315;0;2;;0.816496580927726;2.5;3
358;2021;0;2.041241452319315;0;2;;0.816496580927726;2.5;3
358;2022;0;2.041241452319315;0;2;;0.816496580927726;2.5;3
359;2019;0;0.0;0;0;;0.0;2.5;3
359;2020;0;0.0;0;0;;0.0;2.5;3
359;2021;0;0.0;0;0;;0.0;2.5;3
359;2022;0;0.0;0;0;;0.0;2.5;3
