municipio;mes_nome;mortes_no_mes_municipio;ano;mes
DOIS IRMAOS DAS MISSOES;abril;1;2021;4.0
DOIS LAJEADOS;abril;5;2021;4.0
DOM FELICIANO;abril;4;2021;4.0
DOM PEDRO DE ALCANTARA;abril;1;2021;4.0
DOM PEDRITO;abril;48;2021;4.0
DONA FRANCISCA;abril;1;2021;4.0
DOUTOR MAURICIO CARDOSO;abril;1;2021;4.0
DOUTOR RICARDO;abril;0;2021;4.0
ELDORADO DO SUL;abril;12;2021;4.0
ENCANTADO;abril;32;2021;4.0
ENCRUZILHADA DO SUL;abril;22;2021;4.0
ENGENHO VELHO;abril;0;2021;4.0
ENTRE-IJUIS;abril;4;2021;4.0
ENTRE RIOS DO SUL;abril;0;2021;4.0
EREBANGO;abril;0;2021;4.0
ERECHIM;abril;117;2021;4.0
ERNESTINA;abril;0;2021;4.0
HERVAL;abril;3;2021;4.0
ERVAL GRANDE;abril;1;2021;4.0
ERVAL SECO;abril;3;2021;4.0
ESMERALDA;abril;0;2021;4.0
ESPERANCA DO SUL;abril;2;2021;4.0
ESPUMOSO;abril;23;2021;4.0
ESTACAO;abril;4;2021;4.0
ESTANCIA VELHA;abril;34;2021;4.0
ESTEIO;abril;78;2021;4.0
ESTRELA;abril;48;2021;4.0
ESTRELA VELHA;abril;1;2021;4.0
EUGENIO DE CASTRO;abril;0;2021;4.0
FAGUNDES VARELA;abril;1;2021;4.0
FARROUPILHA;abril;47;2021;4.0
FAXINAL DO SOTURNO;abril;18;2021;4.0
FAXINALZINHO;abril;0;2021;4.0
FAZENDA VILANOVA;abril;2;2021;4.0
FELIZ;abril;7;2021;4.0
FLORES DA CUNHA;abril;10;2021;4.0
FLORIANO PEIXOTO;abril;1;2021;4.0
FONTOURA XAVIER;abril;4;2021;4.0
FORMIGUEIRO;abril;2;2021;4.0
FORQUETINHA;abril;0;2021;4.0
FORTALEZA DOS VALOS;abril;2;2021;4.0
FREDERICO WESTPHALEN;abril;32;2021;4.0
GARIBALDI;abril;37;2021;4.0
GARRUCHOS;abril;0;2021;4.0
GAURAMA;abril;2;2021;4.0
GENERAL CAMARA;abril;3;2021;4.0
GENTIL;abril;0;2021;4.0
GETULIO VARGAS;abril;6;2021;4.0
GIRUA;abril;15;2021;4.0
GLORINHA;abril;1;2021;4.0
GRAMADO;abril;26;2021;4.0
GRAMADO DOS LOUREIROS;abril;0;2021;4.0
GRAMADO XAVIER;abril;1;2021;4.0
GRAVATAI;abril;188;2021;4.0
GUABIJU;abril;1;2021;4.0
GUAIBA;abril;72;2021;4.0
GUAPORE;abril;14;2021;4.0
GUARANI DAS MISSOES;abril;18;2021;4.0
HARMONIA;abril;3;2021;4.0
HERVEIRAS;abril;1;2021;4.0
HORIZONTINA;abril;14;2021;4.0
HULHA NEGRA;abril;0;2021;4.0
HUMAITA;abril;2;2021;4.0
IBARAMA;abril;0;2021;4.0
IBIACA;abril;1;2021;4.0
IBIRAIARAS;abril;0;2021;4.0
IBIRAPUITA;abril;0;2021;4.0
IBIRUBA;abril;11;2021;4.0
IGREJINHA;abril;36;2021;4.0
IJUI;abril;125;2021;4.0
ILOPOLIS;abril;6;2021;4.0
IMBE;abril;12;2021;4.0
IMIGRANTE;abril;3;2021;4.0
INDEPENDENCIA;abril;0;2021;4.0
INHACORA;abril;3;2021;4.0
IPE;abril;0;2021;4.0
IPIRANGA DO SUL;abril;0;2021;4.0
IRAI;abril;3;2021;4.0
ITAARA;abril;0;2021;4.0
ITACURUBI;abril;2;2021;4.0
ITAPUCA;abril;2;2021;4.0
ITAQUI;abril;24;2021;4.0
ITATI;abril;0;2021;4.0
ITATIBA DO SUL;abril;3;2021;4.0
IVORA;abril;3;2021;4.0
IVOTI;abril;15;2021;4.0
JABOTICABA;abril;4;2021;4.0
JACUIZINHO;abril;0;2021;4.0
JACUTINGA;abril;0;2021;4.0
JAGUARAO;abril;25;2021;4.0
JAGUARI;abril;8;2021;4.0
JAQUIRANA;abril;1;2021;4.0
JARI;abril;0;2021;4.0
JOIA;abril;7;2021;4.0
JULIO DE CASTILHOS;abril;12;2021;4.0
LAGOA BONITA DO SUL;abril;1;2021;4.0
LAGOAO;abril;3;2021;4.0
LAGOA DOS TRES CANTOS;abril;0;2021;4.0
LAGOA VERMELHA;abril;30;2021;4.0
LAJEADO;abril;90;2021;4.0
LAJEADO DO BUGRE;abril;0;2021;4.0
LAVRAS DO SUL;abril;2;2021;4.0
LIBERATO SALZANO;abril;3;2021;4.0
LINDOLFO COLLOR;abril;0;2021;4.0
LINHA NOVA;abril;0;2021;4.0
MACHADINHO;abril;1;2021;4.0
MACAMBARA;abril;0;2021;4.0
MAMPITUBA;abril;0;2021;4.0
MANOEL VIANA;abril;1;2021;4.0
MAQUINE;abril;0;2021;4.0
MARATA;abril;2;2021;4.0
MARAU;abril;25;2021;4.0
MARCELINO RAMOS;abril;2;2021;4.0
MARIANA PIMENTEL;abril;3;2021;4.0
MARQUES DE SOUZA;abril;6;2021;4.0
MATA;abril;1;2021;4.0
MATO CASTELHANO;abril;2;2021;4.0
MATO LEITAO;abril;0;2021;4.0
MATO QUEIMADO;abril;0;2021;4.0
MAXIMILIANO DE ALMEIDA;abril;2;2021;4.0
MINAS DO LEAO;abril;6;2021;4.0
MIRAGUAI;abril;2;2021;4.0
MONTAURI;abril;0;2021;4.0
MONTE ALEGRE DOS CAMPOS;abril;1;2021;4.0
MONTE BELO DO SUL;abril;2;2021;4.0
MONTENEGRO;abril;93;2021;4.0
MORMACO;abril;0;2021;4.0
MORRINHOS DO SUL;abril;0;2021;4.0
MORRO REDONDO;abril;3;2021;4.0
MORRO REUTER;abril;2;2021;4.0
MOSTARDAS;abril;3;2021;4.0
MUCUM;abril;2;2021;4.0
MUITOS CAPOES;abril;1;2021;4.0
MULITERNO;abril;1;2021;4.0
NAO-ME-TOQUE;abril;9;2021;4.0
NICOLAU VERGUEIRO;abril;0;2021;4.0
NONOAI;abril;11;2021;4.0
NOVA ALVORADA;abril;3;2021;4.0
NOVA ARACA;abril;1;2021;4.0
NOVA BASSANO;abril;3;2021;4.0
NOVA BOA VISTA;abril;0;2021;4.0
NOVA BRESCIA;abril;4;2021;4.0
NOVA CANDELARIA;abril;0;2021;4.0
NOVA ESPERANCA DO SUL;abril;1;2021;4.0
NOVA HARTZ;abril;8;2021;4.0
NOVA PADUA;abril;1;2021;4.0
NOVA PALMA;abril;0;2021;4.0
NOVA PETROPOLIS;abril;17;2021;4.0
NOVA PRATA;abril;14;2021;4.0
NOVA RAMADA;abril;1;2021;4.0
NOVA ROMA DO SUL;abril;4;2021;4.0
NOVA SANTA RITA;abril;6;2021;4.0
NOVO CABRAIS;abril;1;2021;4.0
NOVO HAMBURGO;abril;260;2021;4.0
NOVO MACHADO;abril;0;2021;4.0
NOVO TIRADENTES;abril;0;2021;4.0
NOVO XINGU;abril;0;2021;4.0
NOVO BARREIRO;abril;2;2021;4.0
OSORIO;abril;64;2021;4.0
PAIM FILHO;abril;2;2021;4.0
PALMARES DO SUL;abril;11;2021;4.0
PALMEIRA DAS MISSOES;abril;38;2021;4.0
PALMITINHO;abril;7;2021;4.0
PANAMBI;abril;19;2021;4.0
PANTANO GRANDE;abril;3;2021;4.0
PARAI;abril;3;2021;4.0
PARAISO DO SUL;abril;8;2021;4.0
PARECI NOVO;abril;1;2021;4.0
PAROBE;abril;85;2021;4.0
PASSA SETE;abril;1;2021;4.0
PASSO DO SOBRADO;abril;4;2021;4.0
PASSO FUNDO;abril;334;2021;4.0
PAULO BENTO;abril;1;2021;4.0
PAVERAMA;abril;3;2021;4.0
PEDRAS ALTAS;abril;3;2021;4.0
PEDRO OSORIO;abril;7;2021;4.0
PEJUCARA;abril;4;2021;4.0
PELOTAS;abril;425;2021;4.0
PICADA CAFE;abril;1;2021;4.0
PINHAL;abril;0;2021;4.0
PINHAL DA SERRA;abril;1;2021;4.0
PINHAL GRANDE;abril;2;2021;4.0
PINHEIRINHO DO VALE;abril;1;2021;4.0
PINHEIRO MACHADO;abril;12;2021;4.0
PINTO BANDEIRA;abril;1;2021;4.0
PIRAPO;abril;2;2021;4.0
PIRATINI;abril;24;2021;4.0
PLANALTO;abril;7;2021;4.0
POCO DAS ANTAS;abril;0;2021;4.0
PONTAO;abril;0;2021;4.0
PONTE PRETA;abril;0;2021;4.0
PORTAO;abril;21;2021;4.0
PORTO ALEGRE;abril;2084;2021;4.0
PORTO LUCENA;abril;2;2021;4.0
PORTO MAUA;abril;0;2021;4.0
PORTO VERA CRUZ;abril;0;2021;4.0
PORTO XAVIER;abril;7;2021;4.0
POUSO NOVO;abril;0;2021;4.0
PRESIDENTE LUCENA;abril;0;2021;4.0
PROGRESSO;abril;6;2021;4.0
PROTASIO ALVES;abril;0;2021;4.0
PUTINGA;abril;3;2021;4.0
QUARAI;abril;37;2021;4.0
QUATRO IRMAOS;abril;1;2021;4.0
QUEVEDOS;abril;0;2021;4.0
QUINZE DE NOVEMBRO;abril;1;2021;4.0
REDENTORA;abril;5;2021;4.0
RELVADO;abril;0;2021;4.0
RESTINGA SECA;abril;12;2021;4.0
RIO DOS INDIOS;abril;0;2021;4.0
RIO GRANDE;abril;229;2021;4.0
RIO PARDO;abril;28;2021;4.0
RIOZINHO;abril;2;2021;4.0
ROCA SALES;abril;4;2021;4.0
RODEIO BONITO;abril;9;2021;4.0
ROLADOR;abril;0;2021;4.0
ROLANTE;abril;14;2021;4.0
RONDA ALTA;abril;11;2021;4.0
RONDINHA;abril;3;2021;4.0
ROQUE GONZALES;abril;2;2021;4.0
ROSARIO DO SUL;abril;36;2021;4.0
SAGRADA FAMILIA;abril;0;2021;4.0
SALDANHA MARINHO;abril;4;2021;4.0
SALTO DO JACUI;abril;5;2021;4.0
SALVADOR DAS MISSOES;abril;0;2021;4.0
SALVADOR DO SUL;abril;8;2021;4.0
SANANDUVA;abril;15;2021;4.0
SANTA BARBARA DO SUL;abril;4;2021;4.0
SANTA CLARA DO SUL;abril;3;2021;4.0
SANTA CRUZ DO SUL;abril;176;2021;4.0
SANTA MARIA;abril;423;2021;4.0
SANTA MARIA DO HERVAL;abril;1;2021;4.0
SANTA MARGARIDA DO SUL;abril;0;2021;4.0
SANTANA DA BOA VISTA;abril;8;2021;4.0
SANT'ANA DO LIVRAMENTO;abril;80;2021;4.0
SANTA ROSA;abril;108;2021;4.0
SANTA TEREZA;abril;0;2021;4.0
SANTA VITORIA DO PALMAR;abril;22;2021;4.0
SANTIAGO;abril;58;2021;4.0
SANTO ANGELO;abril;121;2021;4.0
SANTO ANTONIO DO PALMA;abril;0;2021;4.0
SANTO ANTONIO DA PATRULHA;abril;51;2021;4.0
SANTO ANTONIO DAS MISSOES;abril;3;2021;4.0
SANTO ANTONIO DO PLANALTO;abril;0;2021;4.0
SANTO AUGUSTO;abril;13;2021;4.0
SANTO CRISTO;abril;10;2021;4.0
SANTO EXPEDITO DO SUL;abril;0;2021;4.0
SAO BORJA;abril;85;2021;4.0
SAO DOMINGOS DO SUL;abril;1;2021;4.0
SAO FRANCISCO DE ASSIS;abril;7;2021;4.0
SAO FRANCISCO DE PAULA;abril;10;2021;4.0
SAO GABRIEL;abril;114;2021;4.0
SAO JERONIMO;abril;37;2021;4.0
SAO JOAO DA URTIGA;abril;0;2021;4.0
SAO JOAO DO POLESINE;abril;2;2021;4.0
SAO JORGE;abril;2;2021;4.0
SAO JOSE DAS MISSOES;abril;0;2021;4.0
SAO JOSE DO HERVAL;abril;0;2021;4.0
SAO JOSE DO HORTENCIO;abril;0;2021;4.0
SAO JOSE DO INHACORA;abril;3;2021;4.0
SAO JOSE DO NORTE;abril;15;2021;4.0
SAO JOSE DO OURO;abril;10;2021;4.0
SAO JOSE DO SUL;abril;0;2021;4.0
SAO JOSE DOS AUSENTES;abril;1;2021;4.0
SAO LEOPOLDO;abril;195;2021;4.0
SAO LOURENCO DO SUL;abril;24;2021;4.0
SAO LUIZ GONZAGA;abril;55;2021;4.0
SAO MARCOS;abril;18;2021;4.0
SAO MARTINHO;abril;3;2021;4.0
SAO MARTINHO DA SERRA;abril;2;2021;4.0
SAO MIGUEL DAS MISSOES;abril;3;2021;4.0
SAO NICOLAU;abril;3;2021;4.0
SAO PAULO DAS MISSOES;abril;4;2021;4.0
SAO PEDRO DA SERRA;abril;1;2021;4.0
SAO PEDRO DAS MISSOES;abril;0;2021;4.0
SAO PEDRO DO BUTIA;abril;2;2021;4.0
SAO PEDRO DO SUL;abril;18;2021;4.0
SAO SEBASTIAO DO CAI;abril;15;2021;4.0
SAO SEPE;abril;12;2021;4.0
SAO VALENTIM;abril;5;2021;4.0
SAO VALENTIM DO SUL;abril;0;2021;4.0
SAO VALERIO DO SUL;abril;0;2021;4.0
SAO VENDELINO;abril;1;2021;4.0
SAO VICENTE DO SUL;abril;5;2021;4.0
SAPIRANGA;abril;111;2021;4.0
SAPUCAIA DO SUL;abril;143;2021;4.0
SARANDI;abril;16;2021;4.0
SEBERI;abril;5;2021;4.0
SEDE NOVA;abril;2;2021;4.0
SEGREDO;abril;2;2021;4.0
SELBACH;abril;0;2021;4.0
SENADOR SALGADO FILHO;abril;1;2021;4.0
SENTINELA DO SUL;abril;6;2021;4.0
SERAFINA CORREA;abril;9;2021;4.0
SERIO;abril;3;2021;4.0
SERTAO;abril;4;2021;4.0
SERTAO SANTANA;abril;0;2021;4.0
SETE DE SETEMBRO;abril;2;2021;4.0
SEVERIANO DE ALMEIDA;abril;5;2021;4.0
SILVEIRA MARTINS;abril;1;2021;4.0
SINIMBU;abril;6;2021;4.0
SOBRADINHO;abril;11;2021;4.0
SOLEDADE;abril;38;2021;4.0
TABAI;abril;0;2021;4.0
TAPEJARA;abril;27;2021;4.0
TAPERA;abril;6;2021;4.0
TAPES;abril;5;2021;4.0
TAQUARA;abril;76;2021;4.0
TAQUARI;abril;33;2021;4.0
TAQUARUCU DO SUL;abril;1;2021;4.0
TAVARES;abril;6;2021;4.0
TENENTE PORTELA;abril;35;2021;4.0
TERRA DE AREIA;abril;1;2021;4.0
TEUTONIA;abril;31;2021;4.0
TIO HUGO;abril;0;2021;4.0
TIRADENTES DO SUL;abril;0;2021;4.0
TOROPI;abril;0;2021;4.0
TORRES;abril;59;2021;4.0
TRAMANDAI;abril;91;2021;4.0
TRAVESSEIRO;abril;1;2021;4.0
TRES ARROIOS;abril;3;2021;4.0
TRES CACHOEIRAS;abril;1;2021;4.0
TRES COROAS;abril;17;2021;4.0
TRES DE MAIO;abril;37;2021;4.0
TRES FORQUILHAS;abril;1;2021;4.0
TRES PALMEIRAS;abril;3;2021;4.0
TRES PASSOS;abril;29;2021;4.0
TRINDADE DO SUL;abril;4;2021;4.0
TRIUNFO;abril;15;2021;4.0
TUCUNDUVA;abril;6;2021;4.0
TUNAS;abril;0;2021;4.0
TUPANCI DO SUL;abril;0;2021;4.0
TUPANCIRETA;abril;15;2021;4.0
TUPANDI;abril;1;2021;4.0
TUPARENDI;abril;6;2021;4.0
TURUCU;abril;1;2021;4.0
UBIRETAMA;abril;0;2021;4.0
UNIAO DA SERRA;abril;0;2021;4.0
URUGUAIANA;abril;181;2021;4.0
VACARIA;abril;133;2021;4.0
VALE VERDE;abril;3;2021;4.0
VALE DO SOL;abril;6;2021;4.0
VALE REAL;abril;1;2021;4.0
VANINI;abril;1;2021;4.0
VENANCIO AIRES;abril;63;2021;4.0
VERA CRUZ;abril;20;2021;4.0
VERANOPOLIS;abril;16;2021;4.0
VESPASIANO CORREA;abril;0;2021;4.0
VIADUTOS;abril;3;2021;4.0
VIAMAO;abril;159;2021;4.0
VICENTE DUTRA;abril;0;2021;4.0
VICTOR GRAEFF;abril;1;2021;4.0
VILA FLORES;abril;1;2021;4.0
VILA LANGARO;abril;1;2021;4.0
VILA MARIA;abril;1;2021;4.0
VILA NOVA DO SUL;abril;4;2021;4.0
VISTA ALEGRE;abril;1;2021;4.0
VISTA ALEGRE DO PRATA;abril;0;2021;4.0
VISTA GAUCHA;abril;1;2021;4.0
VITORIA DAS MISSOES;abril;2;2021;4.0
WESTFALIA;abril;0;2021;4.0
XANGRI-LA;abril;8;2021;4.0
Total;abril;11208;2021;4.0
 MUNICIPIO IGNORADO - RS;maio;0;2021;5.0
ACEGUA;maio;5;2021;5.0
AGUA SANTA;maio;0;2021;5.0
AGUDO;maio;17;2021;5.0
AJURICABA;maio;2;2021;5.0
ALECRIM;maio;3;2021;5.0
ALEGRETE;maio;105;2021;5.0
ALEGRIA;maio;1;2021;5.0
ALMIRANTE TAMANDARE DO SUL;maio;0;2021;5.0
ALPESTRE;maio;3;2021;5.0
ALTO FELIZ;maio;2;2021;5.0
ALVORADA;maio;95;2021;5.0
AMARAL FERRADOR;maio;4;2021;5.0
AMETISTA DO SUL;maio;4;2021;5.0
ANDRE DA ROCHA;maio;0;2021;5.0
ANTA GORDA;maio;5;2021;5.0
ANTONIO PRADO;maio;12;2021;5.0
ARAMBARE;maio;2;2021;5.0
ARARICA;maio;0;2021;5.0
ARATIBA;maio;2;2021;5.0
ARROIO DO MEIO;maio;15;2021;5.0
ARROIO DO SAL;maio;6;2021;5.0
ARROIO DO PADRE;maio;2;2021;5.0
ARROIO DOS RATOS;maio;3;2021;5.0
ARROIO DO TIGRE;maio;16;2021;5.0
ARROIO GRANDE;maio;16;2021;5.0
ARVOREZINHA;maio;7;2021;5.0
AUGUSTO PESTANA;maio;3;2021;5.0
AUREA;maio;5;2021;5.0
BAGE;maio;174;2021;5.0
BALNEARIO PINHAL;maio;11;2021;5.0
BARAO;maio;4;2021;5.0
BARAO DE COTEGIPE;maio;3;2021;5.0
BARAO DO TRIUNFO;maio;0;2021;5.0
BARRACAO;maio;2;2021;5.0
BARRA DO GUARITA;maio;0;2021;5.0
BARRA DO RIBEIRO;maio;5;2021;5.0
BARRA DO RIO AZUL;maio;1;2021;5.0
BARRA FUNDA;maio;1;2021;5.0
BARROS CASSAL;maio;1;2021;5.0
BENJAMIN CONSTANT DO SUL;maio;0;2021;5.0
BENTO GONCALVES;maio;71;2021;5.0
BOA VISTA DAS MISSOES;maio;0;2021;5.0
BOA VISTA DO BURICA;maio;11;2021;5.0
BOA VISTA DO CADEADO;maio;0;2021;5.0
BOA VISTA DO INCRA;maio;0;2021;5.0
BOA VISTA DO SUL;maio;0;2021;5.0
BOM JESUS;maio;9;2021;5.0
BOM PRINCIPIO;maio;9;2021;5.0
BOM PROGRESSO;maio;3;2021;5.0
BOM RETIRO DO SUL;maio;8;2021;5.0
BOQUEIRAO DO LEAO;maio;8;2021;5.0
BOSSOROCA;maio;1;2021;5.0
BOZANO;maio;0;2021;5.0
BRAGA;maio;3;2021;5.0
BROCHIER;maio;3;2021;5.0
BUTIA;maio;13;2021;5.0
CACAPAVA DO SUL;maio;28;2021;5.0
CACEQUI;maio;6;2021;5.0
CACHOEIRA DO SUL;maio;133;2021;5.0
CACHOEIRINHA;maio;76;2021;5.0
CACIQUE DOBLE;maio;1;2021;5.0
CAIBATE;maio;2;2021;5.0
CAICARA;maio;3;2021;5.0
CAMAQUA;maio;69;2021;5.0
CAMARGO;maio;0;2021;5.0
CAMBARA DO SUL;maio;4;2021;5.0
CAMPESTRE DA SERRA;maio;0;2021;5.0
CAMPINA DAS MISSOES;maio;9;2021;5.0
CAMPINAS DO SUL;maio;5;2021;5.0
CAMPO BOM;maio;34;2021;5.0
CAMPO NOVO;maio;10;2021;5.0
CAMPOS BORGES;maio;1;2021;5.0
CANDELARIA;maio;35;2021;5.0
CANDIDO GODOI;maio;7;2021;5.0
CANDIOTA;maio;3;2021;5.0
CANELA;maio;32;2021;5.0
CANGUCU;maio;64;2021;5.0
CANOAS;maio;367;2021;5.0
CANUDOS DO VALE;maio;0;2021;5.0
CAPAO BONITO DO SUL;maio;0;2021;5.0
CAPAO DA CANOA;maio;54;2021;5.0
CAPAO DO CIPO;maio;0;2021;5.0
CAPAO DO LEAO;maio;6;2021;5.0
CAPIVARI DO SUL;maio;0;2021;5.0
CAPELA DE SANTANA;maio;4;2021;5.0
CAPITAO;maio;1;2021;5.0
CARAZINHO;maio;92;2021;5.0
CARAA;maio;2;2021;5.0
CARLOS BARBOSA;maio;12;2021;5.0
CARLOS GOMES;maio;0;2021;5.0
CASCA;maio;4;2021;5.0
CASEIROS;maio;0;2021;5.0
CATUIPE;maio;5;2021;5.0
CAXIAS DO SUL;maio;449;2021;5.0
CENTENARIO;maio;1;2021;5.0
CERRITO;maio;1;2021;5.0
CERRO BRANCO;maio;4;2021;5.0
CERRO GRANDE;maio;0;2021;5.0
CERRO GRANDE DO SUL;maio;4;2021;5.0
CERRO LARGO;maio;12;2021;5.0
CHAPADA;maio;12;2021;5.0
CHARQUEADAS;maio;44;2021;5.0
CHARRUA;maio;0;2021;5.0
CHIAPETTA;maio;5;2021;5.0
CHUI;maio;0;2021;5.0
CHUVISCA;maio;1;2021;5.0
CIDREIRA;maio;14;2021;5.0
CIRIACO;maio;4;2021;5.0
COLINAS;maio;0;2021;5.0
COLORADO;maio;1;2021;5.0
CONDOR;maio;4;2021;5.0
CONSTANTINA;maio;10;2021;5.0
COQUEIRO BAIXO;maio;1;2021;5.0
COQUEIROS DO SUL;maio;0;2021;5.0
CORONEL BARROS;maio;1;2021;5.0
CORONEL BICACO;maio;4;2021;5.0
COTIPORA;maio;1;2021;5.0
COXILHA;maio;2;2021;5.0
CRISSIUMAL;maio;9;2021;5.0
CRISTAL;maio;3;2021;5.0
CRISTAL DO SUL;maio;1;2021;5.0
CRUZ ALTA;maio;110;2021;5.0
CRUZALTENSE;maio;1;2021;5.0
CRUZEIRO DO SUL;maio;5;2021;5.0
DAVID CANABARRO;maio;9;2021;5.0
DERRUBADAS;maio;2;2021;5.0
DEZESSEIS DE NOVEMBRO;maio;0;2021;5.0
DILERMANDO DE AGUIAR;maio;2;2021;5.0
DOIS IRMAOS;maio;12;2021;5.0
DOIS IRMAOS DAS MISSOES;maio;0;2021;5.0
DOIS LAJEADOS;maio;5;2021;5.0
DOM FELICIANO;maio;9;2021;5.0
DOM PEDRO DE ALCANTARA;maio;1;2021;5.0
DOM PEDRITO;maio;39;2021;5.0
DONA FRANCISCA;maio;0;2021;5.0
DOUTOR MAURICIO CARDOSO;maio;0;2021;5.0
DOUTOR RICARDO;maio;1;2021;5.0
ELDORADO DO SUL;maio;13;2021;5.0
ENCANTADO;maio;25;2021;5.0
ENCRUZILHADA DO SUL;maio;32;2021;5.0
ENGENHO VELHO;maio;0;2021;5.0
ENTRE-IJUIS;maio;5;2021;5.0
ENTRE RIOS DO SUL;maio;2;2021;5.0
EREBANGO;maio;1;2021;5.0
ERECHIM;maio;124;2021;5.0
ERNESTINA;maio;0;2021;5.0
HERVAL;maio;3;2021;5.0
ERVAL GRANDE;maio;1;2021;5.0
ERVAL SECO;maio;5;2021;5.0
ESMERALDA;maio;0;2021;5.0
ESPERANCA DO SUL;maio;0;2021;5.0
ESPUMOSO;maio;22;2021;5.0
ESTACAO;maio;6;2021;5.0
ESTANCIA VELHA;maio;30;2021;5.0
ESTEIO;maio;53;2021;5.0
ESTRELA;maio;45;2021;5.0
ESTRELA VELHA;maio;0;2021;5.0
EUGENIO DE CASTRO;maio;2;2021;5.0
FAGUNDES VARELA;maio;1;2021;5.0
FARROUPILHA;maio;42;2021;5.0
FAXINAL DO SOTURNO;maio;17;2021;5.0
FAXINALZINHO;maio;1;2021;5.0
FAZENDA VILANOVA;maio;2;2021;5.0
FELIZ;maio;10;2021;5.0
FLORES DA CUNHA;maio;12;2021;5.0
FLORIANO PEIXOTO;maio;1;2021;5.0
FONTOURA XAVIER;maio;3;2021;5.0
FORMIGUEIRO;maio;4;2021;5.0
FORQUETINHA;maio;1;2021;5.0
FORTALEZA DOS VALOS;maio;5;2021;5.0
FREDERICO WESTPHALEN;maio;32;2021;5.0
GARIBALDI;maio;35;2021;5.0
GARRUCHOS;maio;1;2021;5.0
GAURAMA;maio;3;2021;5.0
GENERAL CAMARA;maio;3;2021;5.0
GENTIL;maio;0;2021;5.0
GETULIO VARGAS;maio;26;2021;5.0
GIRUA;maio;10;2021;5.0
GLORINHA;maio;3;2021;5.0
GRAMADO;maio;34;2021;5.0
GRAMADO DOS LOUREIROS;maio;2;2021;5.0
GRAMADO XAVIER;maio;0;2021;5.0
GRAVATAI;maio;183;2021;5.0
GUABIJU;maio;0;2021;5.0
GUAIBA;maio;62;2021;5.0
GUAPORE;maio;19;2021;5.0
GUARANI DAS MISSOES;maio;12;2021;5.0
HARMONIA;maio;0;2021;5.0
HERVEIRAS;maio;2;2021;5.0
HORIZONTINA;maio;10;2021;5.0
HULHA NEGRA;maio;3;2021;5.0
HUMAITA;maio;1;2021;5.0
IBARAMA;maio;3;2021;5.0
IBIACA;maio;5;2021;5.0
IBIRAIARAS;maio;1;2021;5.0
IBIRAPUITA;maio;0;2021;5.0
IBIRUBA;maio;15;2021;5.0
IGREJINHA;maio;32;2021;5.0
IJUI;maio;132;2021;5.0
ILOPOLIS;maio;2;2021;5.0
IMBE;maio;6;2021;5.0
IMIGRANTE;maio;1;2021;5.0
INDEPENDENCIA;maio;2;2021;5.0
INHACORA;maio;0;2021;5.0
IPE;maio;1;2021;5.0
IPIRANGA DO SUL;maio;0;2021;5.0
IRAI;maio;4;2021;5.0
ITAARA;maio;3;2021;5.0
ITACURUBI;maio;0;2021;5.0
ITAPUCA;maio;3;2021;5.0
ITAQUI;maio;30;2021;5.0
ITATI;maio;1;2021;5.0
ITATIBA DO SUL;maio;3;2021;5.0
IVORA;maio;2;2021;5.0
IVOTI;maio;16;2021;5.0
JABOTICABA;maio;7;2021;5.0
JACUIZINHO;maio;0;2021;5.0
JACUTINGA;maio;4;2021;5.0
JAGUARAO;maio;42;2021;5.0
JAGUARI;maio;13;2021;5.0
JAQUIRANA;maio;3;2021;5.0
JARI;maio;0;2021;5.0
JOIA;maio;5;2021;5.0
JULIO DE CASTILHOS;maio;18;2021;5.0
LAGOA BONITA DO SUL;maio;1;2021;5.0
LAGOAO;maio;3;2021;5.0
LAGOA DOS TRES CANTOS;maio;0;2021;5.0
LAGOA VERMELHA;maio;39;2021;5.0
LAJEADO;maio;82;2021;5.0
LAJEADO DO BUGRE;maio;1;2021;5.0
LAVRAS DO SUL;maio;5;2021;5.0
LIBERATO SALZANO;maio;1;2021;5.0
LINDOLFO COLLOR;maio;0;2021;5.0
LINHA NOVA;maio;0;2021;5.0
MACHADINHO;maio;1;2021;5.0
MACAMBARA;maio;0;2021;5.0
MAMPITUBA;maio;1;2021;5.0
MANOEL VIANA;maio;1;2021;5.0
MAQUINE;maio;3;2021;5.0
MARATA;maio;0;2021;5.0
MARAU;maio;18;2021;5.0
MARCELINO RAMOS;maio;0;2021;5.0
MARIANA PIMENTEL;maio;2;2021;5.0
MARQUES DE SOUZA;maio;9;2021;5.0
MATA;maio;2;2021;5.0
MATO CASTELHANO;maio;3;2021;5.0
MATO LEITAO;maio;0;2021;5.0
MATO QUEIMADO;maio;1;2021;5.0
MAXIMILIANO DE ALMEIDA;maio;6;2021;5.0
MINAS DO LEAO;maio;2;2021;5.0
MIRAGUAI;maio;4;2021;5.0
MONTAURI;maio;0;2021;5.0
MONTE ALEGRE DOS CAMPOS;maio;0;2021;5.0
MONTE BELO DO SUL;maio;0;2021;5.0
MONTENEGRO;maio;86;2021;5.0
MORMACO;maio;0;2021;5.0
MORRINHOS DO SUL;maio;0;2021;5.0
MORRO REDONDO;maio;2;2021;5.0
MORRO REUTER;maio;4;2021;5.0
MOSTARDAS;maio;6;2021;5.0
MUCUM;maio;3;2021;5.0
MUITOS CAPOES;maio;0;2021;5.0
MULITERNO;maio;1;2021;5.0
NAO-ME-TOQUE;maio;16;2021;5.0
