"Município";"Janeiro";"Fevereiro";"Marco";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"431595 ROLADOR";-;-;-;-;-;2;1;2;1;2;-;-;8
"431600 ROLANTE";6;13;28;14;12;13;14;13;11;11;10;9;154
"431610 RONDA ALTA";6;4;19;11;14;10;8;6;13;10;8;10;119
"431620 RONDINHA";4;8;2;3;2;4;2;-;4;3;2;4;38
"431630 ROQUE GONZALES";3;2;2;2;3;4;4;2;5;5;5;3;40
"431640 ROSARIO DO SUL";37;26;44;36;45;51;28;34;33;23;25;33;415
"431642 SAGRADA FAMILIA";1;-;-;-;2;1;1;1;-;3;-;-;9
"431643 SALDANHA MARINHO";1;3;2;4;2;-;3;1;1;1;4;1;23
"431645 SALTO DO JACUI";7;3;4;5;11;8;8;6;5;9;4;5;75
"431647 SALVADOR DAS MISSOES";1;-;2;-;-;-;-;2;-;-;-;-;5
"431650 SALVADOR DO SUL";9;3;4;8;4;8;5;5;4;5;3;4;62
"431660 SANANDUVA";10;8;20;15;14;14;11;8;9;11;7;9;136
"431670 SANTA BARBARA DO SUL";4;5;11;4;2;9;6;9;4;6;1;3;64
"431675 SANTA CLARA DO SUL";-;1;3;3;3;3;5;3;-;1;2;3;27
"431680 SANTA CRUZ DO SUL";144;136;237;176;175;157;148;118;105;120;111;107;1734
"431690 SANTA MARIA";297;274;379;423;373;363;337;257;248;216;236;211;3614
"431695 SANTA MARIA DO HERVAL";2;-;1;1;4;3;1;1;-;3;1;-;17
"431697 SANTA MARGARIDA DO SUL";-;-;-;-;-;-;-;-;-;-;1;-;1
"431700 SANTANA DA BOA VISTA";4;5;3;8;4;9;6;14;5;6;3;2;69
"431710 SANT'ANA DO LIVRAMENTO";63;59;85;80;85;86;91;64;59;63;54;68;857
"431720 SANTA ROSA";106;81;112;108;119;115;99;82;63;52;71;81;1089
"431725 SANTA TEREZA";-;-;1;-;-;-;1;1;1;-;-;-;4
"431730 SANTA VITORIA DO PALMAR";28;13;32;22;24;39;29;26;26;26;14;22;301
"431740 SANTIAGO";45;47;90;58;63;71;81;57;48;55;50;39;704
"431750 SANTO ANGELO";75;66;117;121;147;126;94;100;70;80;84;84;1164
"431755 SANTO ANTONIO DO PALMA";-;-;-;-;-;-;-;-;-;-;1;1;2
"431760 SANTO ANTONIO DA PATRULHA";26;31;91;51;50;59;40;32;20;26;24;23;473
"431770 SANTO ANTONIO DAS MISSOES";7;2;3;3;4;6;6;3;8;3;2;2;49
"431775 SANTO ANTONIO DO PLANALTO";-;-;1;-;-;-;-;-;-;-;-;-;1
"431780 SANTO AUGUSTO";18;12;25;13;15;14;17;10;19;11;16;14;184
"431790 SANTO CRISTO";10;10;19;10;12;19;11;16;5;10;6;10;138
"431795 SANTO EXPEDITO DO SUL";1;-;1;-;-;-;-;-;-;1;-;-;3
"431800 SAO BORJA";49;52;119;85;73;55;56;41;41;47;48;51;717
"431805 SAO DOMINGOS DO SUL";-;-;1;1;-;-;-;-;-;4;-;-;6
"431810 SAO FRANCISCO DE ASSIS";4;8;21;7;19;9;18;7;6;14;5;9;127
"431820 SAO FRANCISCO DE PAULA";15;16;38;10;15;19;11;16;10;21;10;14;195
"431830 SAO GABRIEL";65;58;115;114;113;73;73;54;48;57;46;55;871
"431840 SAO JERONIMO";49;31;64;37;33;47;37;31;47;32;39;34;481
"431842 SAO JOAO DA URTIGA";-;-;-;-;1;1;-;-;-;-;-;1;3
"431843 SAO JOAO DO POLESINE";3;3;3;2;2;3;4;4;1;4;8;4;41
"431844 SAO JORGE";-;-;1;2;2;1;-;1;2;1;-;2;12
"431845 SAO JOSE DAS MISSOES";-;-;1;-;-;2;1;-;3;1;2;2;12
"431846 SAO JOSE DO HERVAL";-;1;1;-;2;2;-;2;1;-;1;1;11
"431848 SAO JOSE DO HORTENCIO";-;-;-;-;-;1;-;-;-;2;2;1;6
"431849 SAO JOSE DO INHACORA";3;-;-;3;1;1;-;3;-;1;1;-;13
"431850 SAO JOSE DO NORTE";12;9;16;15;15;17;12;20;13;11;15;12;167
"431860 SAO JOSE DO OURO";3;11;10;10;12;14;18;10;9;8;7;8;120
"431861 SAO JOSE DO SUL";1;-;-;-;-;-;-;-;-;-;1;1;3
"431862 SAO JOSE DOS AUSENTES";-;-;1;1;1;1;2;-;1;-;2;1;10
"431870 SAO LEOPOLDO";143;150;281;195;171;179;180;146;143;177;113;119;1997
"431880 SAO LOURENCO DO SUL";33;32;44;24;51;45;34;33;30;35;33;33;427
"431890 SAO LUIZ GONZAGA";41;36;67;55;62;61;56;32;31;32;47;36;556
"431900 SAO MARCOS";15;16;22;18;21;15;12;7;10;9;10;13;168
"431910 SAO MARTINHO";8;3;6;3;5;4;4;4;7;1;5;6;56
"431912 SAO MARTINHO DA SERRA";-;-;-;2;1;1;1;-;1;-;1;1;8
"431915 SAO MIGUEL DAS MISSOES";2;3;3;3;9;4;5;8;5;9;2;2;55
"431920 SAO NICOLAU";-;2;1;3;4;1;5;2;3;3;-;2;26
"431930 SAO PAULO DAS MISSOES";4;1;2;4;7;7;5;3;3;7;6;4;53
"431935 SAO PEDRO DA SERRA";-;-;-;1;-;1;-;-;2;1;2;-;7
"431936 SAO PEDRO DAS MISSOES";-;-;-;-;1;1;-;-;-;-;-;-;2
"431937 SAO PEDRO DO BUTIA";-;1;1;2;2;-;2;1;2;-;1;-;12
"431940 SAO PEDRO DO SUL";14;11;17;18;25;9;15;15;13;8;4;8;157
"431950 SAO SEBASTIAO DO CAI";11;14;31;15;14;8;14;18;12;16;10;11;174
"431960 SAO SEPE";25;12;36;12;23;34;15;24;22;17;17;22;259
"431970 SAO VALENTIM";-;2;1;5;1;3;3;-;2;4;1;3;25
"431971 SAO VALENTIM DO SUL";-;-;-;-;1;-;1;-;-;-;-;-;2
"431973 SAO VALERIO DO SUL";1;-;-;-;-;-;-;-;-;1;-;-;2
"431975 SAO VENDELINO";-;-;-;1;-;-;1;-;1;-;1;-;4
"431980 SAO VICENTE DO SUL";2;7;4;5;10;9;5;6;6;4;8;7;73
"431990 SAPIRANGA";59;78;177;111;72;74;56;55;54;73;60;68;937
"432000 SAPUCAIA DO SUL";74;94;183;143;113;103;101;82;84;86;91;69;1223
"432010 SARANDI";15;17;29;16;20;20;15;14;15;8;12;15;196
"432020 SEBERI";4;8;20;5;6;10;14;11;5;5;9;7;104
"432023 SEDE NOVA";-;2;-;2;2;-;1;-;-;1;3;2;13
"432026 SEGREDO";3;3;9;2;-;1;3;1;2;6;5;2;37
"432030 SELBACH";2;1;6;-;3;2;7;1;1;2;5;2;32
"432032 SENADOR SALGADO FILHO";-;-;-;1;-;-;-;-;-;-;-;1;2
"432035 SENTINELA DO SUL";6;6;3;6;6;2;2;3;1;1;2;7;45
"432040 SERAFINA CORREA";7;7;11;9;11;9;5;4;6;9;5;13;96
"432045 SERIO";1;-;2;3;-;1;1;1;1;-;2;2;14
"432050 SERTAO";4;4;6;4;1;9;3;2;5;1;2;4;45
"432055 SERTAO SANTANA";2;1;6;-;5;3;7;7;1;-;8;1;41
"432057 SETE DE SETEMBRO";-;-;2;2;-;1;1;-;-;-;1;1;8
"432060 SEVERIANO DE ALMEIDA";3;2;6;5;1;4;3;3;2;2;2;2;35
"432065 SILVEIRA MARTINS";1;2;1;1;1;1;-;1;-;2;-;-;10
"432067 SINIMBU";3;5;14;6;9;7;8;5;9;7;4;7;84
"432070 SOBRADINHO";18;22;23;11;19;14;16;17;13;16;9;15;193
"432080 SOLEDADE";19;27;73;38;32;49;30;28;27;39;31;23;416
"432085 TABAI";-;-;-;-;-;1;1;-;1;1;2;1;7
"432090 TAPEJARA";10;11;19;27;24;26;8;12;10;23;14;22;206
"432100 TAPERA";7;9;11;6;5;12;7;6;10;11;9;9;102
"432110 TAPES";7;14;10;5;7;6;5;5;6;1;8;5;79
"432120 TAQUARA";54;58;126;76;55;64;42;43;45;45;55;49;712
"432130 TAQUARI";26;24;46;33;25;15;22;22;16;18;15;15;277
"432132 TAQUARUCU DO SUL";3;2;1;1;-;-;1;1;2;2;2;1;16
"432135 TAVARES";4;3;6;6;2;-;3;2;3;7;1;3;40
"432140 TENENTE PORTELA";30;34;45;35;34;30;40;23;23;34;31;29;388
"432143 TERRA DE AREIA";4;4;12;1;4;1;4;5;8;8;4;3;58
"432145 TEUTONIA";27;19;54;31;26;30;25;32;21;27;28;26;346
"432146 TIO HUGO";3;2;2;-;2;-;4;2;2;2;-;1;20
"432147 TIRADENTES DO SUL";2;2;-;-;1;5;2;2;1;-;1;1;17
"432149 TOROPI";1;-;1;-;3;1;-;-;1;-;-;-;7
"432150 TORRES";37;34;84;59;42;48;38;45;29;33;43;28;520
"432160 TRAMANDAI";87;80;170;91;77;97;77;68;54;62;63;55;981
"432162 TRAVESSEIRO";-;1;2;1;-;-;-;-;-;-;-;-;4
"432163 TRES ARROIOS";1;3;1;3;2;3;1;1;-;2;2;3;22
"432166 TRES CACHOEIRAS";1;1;2;1;3;5;2;1;6;4;2;1;29
"432170 TRES COROAS";10;10;21;17;13;19;21;12;8;15;12;21;179
"432180 TRES DE MAIO";20;16;38;37;44;35;42;33;19;31;23;28;366
"432183 TRES FORQUILHAS";1;1;-;1;-;2;-;-;3;1;-;2;11
"432185 TRES PALMEIRAS";-;5;1;3;3;-;-;2;2;2;1;-;19
"432190 TRES PASSOS";22;37;52;29;37;43;52;43;32;21;33;31;432
"432195 TRINDADE DO SUL";6;6;15;4;2;5;5;5;6;5;4;2;65
"432200 TRIUNFO";23;12;33;15;19;18;12;17;14;18;12;15;208
"432210 TUCUNDUVA";2;7;5;6;5;6;2;10;3;7;2;5;60
"432215 TUNAS";-;4;1;-;5;1;6;2;-;-;2;1;22
"432218 TUPANCI DO SUL";-;-;-;-;1;-;-;-;-;-;-;1;2
"432220 TUPANCIRETA";9;10;18;15;16;17;19;11;14;13;8;9;159
"432225 TUPANDI";1;-;2;1;-;2;2;-;-;-;-;2;10
"432230 TUPARENDI";10;9;7;6;13;9;7;6;3;6;7;4;87
"432232 TURUCU";3;1;-;1;-;1;1;-;1;1;-;3;12
"432234 UBIRETAMA";-;-;-;-;-;1;-;-;1;-;1;-;3
"432235 UNIAO DA SERRA";-;-;-;-;1;-;-;-;-;-;-;-;1
"432240 URUGUAIANA";99;87;136;181;175;168;139;91;67;67;95;94;1399
"432250 VACARIA";68;62;88;133;121;90;82;59;65;41;53;55;917
"432252 VALE VERDE";-;2;1;3;4;2;1;1;1;2;-;1;18
"432253 VALE DO SOL";8;2;18;6;9;11;12;12;6;8;9;8;109
"432254 VALE REAL";-;1;-;1;1;1;4;3;-;3;-;3;17
"432255 VANINI";-;-;-;1;-;-;-;-;-;-;-;-;1
"432260 VENANCIO AIRES";57;46;117;63;56;62;66;53;50;43;56;43;712
"432270 VERA CRUZ";17;18;28;20;15;13;27;20;21;17;19;19;234
"432280 VERANOPOLIS";15;14;25;16;22;27;20;13;20;21;14;9;216
"432285 VESPASIANO CORREA";-;1;1;-;-;-;2;-;-;-;-;-;4
"432290 VIADUTOS";2;1;4;3;5;5;4;5;2;4;3;1;39
"432300 VIAMAO";129;120;253;159;173;155;147;127;109;115;108;104;1699
"432310 VICENTE DUTRA";2;3;4;-;3;3;4;3;3;7;4;2;38
"432320 VICTOR GRAEFF";-;-;2;1;-;-;1;1;1;1;2;-;9
"432330 VILA FLORES";1;-;-;1;2;1;-;-;1;2;2;-;10
"432335 VILA LANGARO";1;-;1;1;-;-;-;-;-;1;-;-;4
"432340 VILA MARIA";-;4;-;1;1;4;6;3;1;4;-;-;24
"432345 VILA NOVA DO SUL";2;1;2;4;2;-;1;3;1;-;1;-;17
"432350 VISTA ALEGRE";1;3;1;1;-;1;3;-;-;-;1;1;12
"432360 VISTA ALEGRE DO PRATA";-;1;-;-;1;-;-;2;-;-;-;-;4
"432370 VISTA GAUCHA";-;1;4;1;2;-;-;-;-;1;-;1;10
"432375 VITORIA DAS MISSOES";1;3;2;2;2;1;2;-;-;-;1;-;14
"432377 WESTFALIA";-;-;-;-;-;-;-;-;-;-;1;-;1
"432380 XANGRI-LA";7;2;8;8;4;3;2;2;1;4;4;3;48
"Total";9018;8464;15850;11208;10958;11033;10398;8836;7847;8342;7968;7622;117544
