uf;municipio;ano;mes;vitimas
RS;CHARRUA;2024;8;0.0
RS;CHARRUA;2024;9;0.0
RS;CHARRUA;2024;10;0.0
RS;CHARRUA;2024;11;0.0
RS;CHARRUA;2024;12;0.0
RS;CHIAPETTA;2024;1;0.0
RS;CHIAPETTA;2024;2;0.0
RS;CHIAPETTA;2024;3;0.0
RS;CHIAPETTA;2024;4;0.0
RS;CHIAPETTA;2024;5;0.0
RS;CHIAPETTA;2024;6;0.0
RS;CHIAPETTA;2024;7;0.0
RS;CHIAPETTA;2024;8;0.0
RS;CHIAPETTA;2024;9;0.0
RS;CHIAPETTA;2024;10;0.0
RS;CHIAPETTA;2024;11;0.0
RS;CHIAPETTA;2024;12;0.0
RS;CHUVISCA;2024;1;0.0
RS;CHUVISCA;2024;2;0.0
RS;CHUVISCA;2024;3;0.0
RS;CHUVISCA;2024;4;0.0
RS;CHUVISCA;2024;5;0.0
RS;CHUVISCA;2024;6;0.0
RS;CHUVISCA;2024;7;0.0
RS;CHUVISCA;2024;8;0.0
RS;CHUVISCA;2024;9;0.0
RS;CHUVISCA;2024;10;0.0
RS;CHUVISCA;2024;11;0.0
RS;CHUVISCA;2024;12;0.0
RS;CHUÍ;2024;1;0.0
RS;CHUÍ;2024;2;0.0
RS;CHUÍ;2024;3;0.0
RS;CHUÍ;2024;4;0.0
RS;CHUÍ;2024;5;0.0
RS;CHUÍ;2024;6;0.0
RS;CHUÍ;2024;7;0.0
RS;CHUÍ;2024;8;0.0
RS;CHUÍ;2024;9;0.0
RS;CHUÍ;2024;10;0.0
RS;CHUÍ;2024;11;0.0
RS;CHUÍ;2024;12;0.0
RS;CIDREIRA;2024;1;2.0
RS;CIDREIRA;2024;2;4.0
RS;CIDREIRA;2024;3;1.0
RS;CIDREIRA;2024;4;0.0
RS;CIDREIRA;2024;5;0.0
RS;CIDREIRA;2024;6;0.0
RS;CIDREIRA;2024;7;0.0
RS;CIDREIRA;2024;8;0.0
RS;CIDREIRA;2024;9;0.0
RS;CIDREIRA;2024;10;1.0
RS;CIDREIRA;2024;11;0.0
RS;CIDREIRA;2024;12;0.0
RS;CIRÍACO;2024;1;0.0
RS;CIRÍACO;2024;2;0.0
RS;CIRÍACO;2024;3;0.0
RS;CIRÍACO;2024;4;0.0
RS;CIRÍACO;2024;5;0.0
RS;CIRÍACO;2024;6;1.0
RS;CIRÍACO;2024;7;0.0
RS;CIRÍACO;2024;8;0.0
RS;CIRÍACO;2024;9;0.0
RS;CIRÍACO;2024;10;0.0
RS;CIRÍACO;2024;11;0.0
RS;CIRÍACO;2024;12;0.0
RS;COLINAS;2024;1;0.0
RS;COLINAS;2024;2;0.0
RS;COLINAS;2024;3;0.0
RS;COLINAS;2024;4;0.0
RS;COLINAS;2024;5;0.0
RS;COLINAS;2024;6;0.0
RS;COLINAS;2024;7;0.0
RS;COLINAS;2024;8;0.0
RS;COLINAS;2024;9;0.0
RS;COLINAS;2024;10;0.0
RS;COLINAS;2024;11;0.0
RS;COLINAS;2024;12;0.0
RS;COLORADO;2024;1;0.0
RS;COLORADO;2024;2;0.0
RS;COLORADO;2024;3;0.0
RS;COLORADO;2024;4;0.0
RS;COLORADO;2024;5;0.0
RS;COLORADO;2024;6;0.0
RS;COLORADO;2024;7;0.0
RS;COLORADO;2024;8;0.0
RS;COLORADO;2024;9;0.0
RS;COLORADO;2024;10;0.0
RS;COLORADO;2024;11;0.0
RS;COLORADO;2024;12;0.0
RS;CONDOR;2024;1;0.0
RS;CONDOR;2024;2;0.0
RS;CONDOR;2024;3;0.0
RS;CONDOR;2024;4;0.0
RS;CONDOR;2024;5;0.0
RS;CONDOR;2024;6;0.0
RS;CONDOR;2024;7;0.0
RS;CONDOR;2024;8;0.0
RS;CONDOR;2024;9;0.0
RS;CONDOR;2024;10;0.0
RS;CONDOR;2024;11;0.0
RS;CONDOR;2024;12;0.0
RS;CONSTANTINA;2024;1;0.0
RS;CONSTANTINA;2024;2;1.0
RS;CONSTANTINA;2024;3;2.0
RS;CONSTANTINA;2024;4;0.0
RS;CONSTANTINA;2024;5;2.0
RS;CONSTANTINA;2024;6;0.0
RS;CONSTANTINA;2024;7;0.0
RS;CONSTANTINA;2024;8;0.0
RS;CONSTANTINA;2024;9;0.0
RS;CONSTANTINA;2024;10;0.0
RS;CONSTANTINA;2024;11;0.0
RS;CONSTANTINA;2024;12;0.0
RS;COQUEIRO BAIXO;2024;1;0.0
RS;COQUEIRO BAIXO;2024;2;0.0
RS;COQUEIRO BAIXO;2024;3;0.0
RS;COQUEIRO BAIXO;2024;4;0.0
RS;COQUEIRO BAIXO;2024;5;0.0
RS;COQUEIRO BAIXO;2024;6;0.0
RS;COQUEIRO BAIXO;2024;7;0.0
RS;COQUEIRO BAIXO;2024;8;0.0
RS;COQUEIRO BAIXO;2024;9;0.0
RS;COQUEIRO BAIXO;2024;10;0.0
RS;COQUEIRO BAIXO;2024;11;0.0
RS;COQUEIRO BAIXO;2024;12;0.0
RS;COQUEIROS DO SUL;2024;1;0.0
RS;COQUEIROS DO SUL;2024;2;0.0
RS;COQUEIROS DO SUL;2024;3;0.0
RS;COQUEIROS DO SUL;2024;4;0.0
RS;COQUEIROS DO SUL;2024;5;0.0
RS;COQUEIROS DO SUL;2024;6;0.0
RS;COQUEIROS DO SUL;2024;7;0.0
RS;COQUEIROS DO SUL;2024;8;0.0
RS;COQUEIROS DO SUL;2024;9;0.0
RS;COQUEIROS DO SUL;2024;10;0.0
RS;COQUEIROS DO SUL;2024;11;0.0
RS;COQUEIROS DO SUL;2024;12;0.0
RS;CORONEL BARROS;2024;1;0.0
RS;CORONEL BARROS;2024;2;0.0
RS;CORONEL BARROS;2024;3;0.0
RS;CORONEL BARROS;2024;4;0.0
RS;CORONEL BARROS;2024;5;0.0
RS;CORONEL BARROS;2024;6;0.0
RS;CORONEL BARROS;2024;7;0.0
RS;CORONEL BARROS;2024;8;0.0
RS;CORONEL BARROS;2024;9;0.0
RS;CORONEL BARROS;2024;10;0.0
RS;CORONEL BARROS;2024;11;0.0
RS;CORONEL BARROS;2024;12;0.0
RS;CORONEL BICACO;2024;1;0.0
RS;CORONEL BICACO;2024;2;0.0
RS;CORONEL BICACO;2024;3;0.0
RS;CORONEL BICACO;2024;4;0.0
RS;CORONEL BICACO;2024;5;0.0
RS;CORONEL BICACO;2024;6;0.0
RS;CORONEL BICACO;2024;7;0.0
RS;CORONEL BICACO;2024;8;5.0
RS;CORONEL BICACO;2024;9;2.0
RS;CORONEL BICACO;2024;10;0.0
RS;CORONEL BICACO;2024;11;1.0
RS;CORONEL BICACO;2024;12;0.0
RS;CORONEL PILAR;2024;1;0.0
RS;CORONEL PILAR;2024;2;0.0
RS;CORONEL PILAR;2024;3;0.0
RS;CORONEL PILAR;2024;4;0.0
RS;CORONEL PILAR;2024;5;0.0
RS;CORONEL PILAR;2024;6;0.0
RS;CORONEL PILAR;2024;7;0.0
RS;CORONEL PILAR;2024;8;0.0
RS;CORONEL PILAR;2024;9;0.0
RS;CORONEL PILAR;2024;10;0.0
RS;CORONEL PILAR;2024;11;0.0
RS;CORONEL PILAR;2024;12;0.0
RS;COTIPORÃ;2024;1;0.0
RS;COTIPORÃ;2024;2;0.0
RS;COTIPORÃ;2024;3;0.0
RS;COTIPORÃ;2024;4;0.0
RS;COTIPORÃ;2024;5;0.0
RS;COTIPORÃ;2024;6;0.0
RS;COTIPORÃ;2024;7;0.0
RS;COTIPORÃ;2024;8;0.0
RS;COTIPORÃ;2024;9;0.0
RS;COTIPORÃ;2024;10;0.0
RS;COTIPORÃ;2024;11;0.0
RS;COTIPORÃ;2024;12;0.0
RS;COXILHA;2024;1;0.0
RS;COXILHA;2024;2;0.0
RS;COXILHA;2024;3;0.0
RS;COXILHA;2024;4;0.0
RS;COXILHA;2024;5;0.0
RS;COXILHA;2024;6;1.0
RS;COXILHA;2024;7;0.0
RS;COXILHA;2024;8;0.0
RS;COXILHA;2024;9;1.0
RS;COXILHA;2024;10;0.0
RS;COXILHA;2024;11;0.0
RS;COXILHA;2024;12;0.0
RS;CRISSIUMAL;2024;1;0.0
RS;CRISSIUMAL;2024;2;0.0
RS;CRISSIUMAL;2024;3;0.0
RS;CRISSIUMAL;2024;4;0.0
RS;CRISSIUMAL;2024;5;0.0
RS;CRISSIUMAL;2024;6;1.0
RS;CRISSIUMAL;2024;7;0.0
RS;CRISSIUMAL;2024;8;0.0
RS;CRISSIUMAL;2024;9;0.0
RS;CRISSIUMAL;2024;10;0.0
RS;CRISSIUMAL;2024;11;0.0
RS;CRISSIUMAL;2024;12;1.0
RS;CRISTAL;2024;1;0.0
RS;CRISTAL;2024;2;0.0
RS;CRISTAL;2024;3;0.0
RS;CRISTAL;2024;4;0.0
RS;CRISTAL;2024;5;0.0
RS;CRISTAL;2024;6;0.0
RS;CRISTAL;2024;7;0.0
RS;CRISTAL;2024;8;0.0
RS;CRISTAL;2024;9;0.0
RS;CRISTAL;2024;10;0.0
RS;CRISTAL;2024;11;0.0
RS;CRISTAL;2024;12;1.0
RS;CRISTAL DO SUL;2024;1;0.0
RS;CRISTAL DO SUL;2024;2;0.0
RS;CRISTAL DO SUL;2024;3;0.0
RS;CRISTAL DO SUL;2024;4;0.0
RS;CRISTAL DO SUL;2024;5;0.0
RS;CRISTAL DO SUL;2024;6;0.0
RS;CRISTAL DO SUL;2024;7;0.0
RS;CRISTAL DO SUL;2024;8;0.0
RS;CRISTAL DO SUL;2024;9;1.0
RS;CRISTAL DO SUL;2024;10;0.0
RS;CRISTAL DO SUL;2024;11;0.0
RS;CRISTAL DO SUL;2024;12;0.0
RS;CRUZ ALTA;2024;1;2.0
RS;CRUZ ALTA;2024;2;3.0
RS;CRUZ ALTA;2024;3;4.0
RS;CRUZ ALTA;2024;4;0.0
RS;CRUZ ALTA;2024;5;1.0
RS;CRUZ ALTA;2024;6;0.0
RS;CRUZ ALTA;2024;7;1.0
RS;CRUZ ALTA;2024;8;1.0
RS;CRUZ ALTA;2024;9;2.0
RS;CRUZ ALTA;2024;10;1.0
RS;CRUZ ALTA;2024;11;2.0
RS;CRUZ ALTA;2024;12;1.0
RS;CRUZALTENSE;2024;1;0.0
RS;CRUZALTENSE;2024;2;0.0
RS;CRUZALTENSE;2024;3;0.0
RS;CRUZALTENSE;2024;4;0.0
RS;CRUZALTENSE;2024;5;0.0
RS;CRUZALTENSE;2024;6;0.0
RS;CRUZALTENSE;2024;7;0.0
RS;CRUZALTENSE;2024;8;0.0
RS;CRUZALTENSE;2024;9;0.0
RS;CRUZALTENSE;2024;10;0.0
RS;CRUZALTENSE;2024;11;0.0
RS;CRUZALTENSE;2024;12;0.0
RS;CRUZEIRO DO SUL;2024;1;0.0
RS;CRUZEIRO DO SUL;2024;2;0.0
RS;CRUZEIRO DO SUL;2024;3;0.0
RS;CRUZEIRO DO SUL;2024;4;0.0
RS;CRUZEIRO DO SUL;2024;5;0.0
RS;CRUZEIRO DO SUL;2024;6;0.0
RS;CRUZEIRO DO SUL;2024;7;0.0
RS;CRUZEIRO DO SUL;2024;8;1.0
RS;CRUZEIRO DO SUL;2024;9;0.0
RS;CRUZEIRO DO SUL;2024;10;0.0
RS;CRUZEIRO DO SUL;2024;11;0.0
RS;CRUZEIRO DO SUL;2024;12;0.0
RS;CÂNDIDO GODÓI;2024;1;0.0
RS;CÂNDIDO GODÓI;2024;2;0.0
RS;CÂNDIDO GODÓI;2024;3;0.0
RS;CÂNDIDO GODÓI;2024;4;0.0
RS;CÂNDIDO GODÓI;2024;5;0.0
RS;CÂNDIDO GODÓI;2024;6;0.0
RS;CÂNDIDO GODÓI;2024;7;0.0
RS;CÂNDIDO GODÓI;2024;8;0.0
RS;CÂNDIDO GODÓI;2024;9;0.0
RS;CÂNDIDO GODÓI;2024;10;0.0
RS;CÂNDIDO GODÓI;2024;11;0.0
RS;CÂNDIDO GODÓI;2024;12;0.0
RS;DAVID CANABARRO;2024;1;0.0
RS;DAVID CANABARRO;2024;2;0.0
RS;DAVID CANABARRO;2024;3;0.0
RS;DAVID CANABARRO;2024;4;0.0
RS;DAVID CANABARRO;2024;5;0.0
RS;DAVID CANABARRO;2024;6;0.0
RS;DAVID CANABARRO;2024;7;0.0
RS;DAVID CANABARRO;2024;8;0.0
RS;DAVID CANABARRO;2024;9;0.0
RS;DAVID CANABARRO;2024;10;0.0
RS;DAVID CANABARRO;2024;11;0.0
RS;DAVID CANABARRO;2024;12;0.0
RS;DERRUBADAS;2024;1;0.0
RS;DERRUBADAS;2024;2;0.0
RS;DERRUBADAS;2024;3;0.0
RS;DERRUBADAS;2024;4;0.0
RS;DERRUBADAS;2024;5;0.0
RS;DERRUBADAS;2024;6;0.0
RS;DERRUBADAS;2024;7;0.0
RS;DERRUBADAS;2024;8;0.0
RS;DERRUBADAS;2024;9;0.0
RS;DERRUBADAS;2024;10;0.0
RS;DERRUBADAS;2024;11;0.0
RS;DERRUBADAS;2024;12;0.0
RS;DEZESSEIS DE NOVEMBRO;2024;1;1.0
RS;DEZESSEIS DE NOVEMBRO;2024;2;0.0
RS;DEZESSEIS DE NOVEMBRO;2024;3;0.0
RS;DEZESSEIS DE NOVEMBRO;2024;4;1.0
RS;DEZESSEIS DE NOVEMBRO;2024;5;0.0
RS;DEZESSEIS DE NOVEMBRO;2024;6;0.0
RS;DEZESSEIS DE NOVEMBRO;2024;7;0.0
RS;DEZESSEIS DE NOVEMBRO;2024;8;0.0
RS;DEZESSEIS DE NOVEMBRO;2024;9;0.0
RS;DEZESSEIS DE NOVEMBRO;2024;10;0.0
RS;DEZESSEIS DE NOVEMBRO;2024;11;0.0
RS;DEZESSEIS DE NOVEMBRO;2024;12;0.0
RS;DILERMANDO DE AGUIAR;2024;1;0.0
RS;DILERMANDO DE AGUIAR;2024;2;0.0
RS;DILERMANDO DE AGUIAR;2024;3;0.0
RS;DILERMANDO DE AGUIAR;2024;4;0.0
RS;DILERMANDO DE AGUIAR;2024;5;1.0
RS;DILERMANDO DE AGUIAR;2024;6;0.0
RS;DILERMANDO DE AGUIAR;2024;7;0.0
RS;DILERMANDO DE AGUIAR;2024;8;0.0
RS;DILERMANDO DE AGUIAR;2024;9;0.0
RS;DILERMANDO DE AGUIAR;2024;10;1.0
RS;DILERMANDO DE AGUIAR;2024;11;1.0
RS;DILERMANDO DE AGUIAR;2024;12;0.0
RS;DOIS IRMÃOS;2024;1;0.0
RS;DOIS IRMÃOS;2024;2;0.0
RS;DOIS IRMÃOS;2024;3;3.0
RS;DOIS IRMÃOS;2024;4;1.0
RS;DOIS IRMÃOS;2024;5;0.0
RS;DOIS IRMÃOS;2024;6;0.0
RS;DOIS IRMÃOS;2024;7;0.0
RS;DOIS IRMÃOS;2024;8;0.0
RS;DOIS IRMÃOS;2024;9;0.0
RS;DOIS IRMÃOS;2024;10;1.0
RS;DOIS IRMÃOS;2024;11;0.0
RS;DOIS IRMÃOS;2024;12;0.0
RS;DOIS IRMÃOS DAS MISSÕES;2024;1;0.0
RS;DOIS IRMÃOS DAS MISSÕES;2024;2;0.0
RS;DOIS IRMÃOS DAS MISSÕES;2024;3;0.0
RS;DOIS IRMÃOS DAS MISSÕES;2024;4;0.0
RS;DOIS IRMÃOS DAS MISSÕES;2024;5;0.0
RS;DOIS IRMÃOS DAS MISSÕES;2024;6;0.0
RS;DOIS IRMÃOS DAS MISSÕES;2024;7;0.0
RS;DOIS IRMÃOS DAS MISSÕES;2024;8;0.0
RS;DOIS IRMÃOS DAS MISSÕES;2024;9;0.0
RS;DOIS IRMÃOS DAS MISSÕES;2024;10;0.0
RS;DOIS IRMÃOS DAS MISSÕES;2024;11;0.0
RS;DOIS IRMÃOS DAS MISSÕES;2024;12;0.0
RS;DOIS LAJEADOS;2024;1;0.0
RS;DOIS LAJEADOS;2024;2;0.0
RS;DOIS LAJEADOS;2024;3;0.0
RS;DOIS LAJEADOS;2024;4;0.0
RS;DOIS LAJEADOS;2024;5;0.0
RS;DOIS LAJEADOS;2024;6;0.0
RS;DOIS LAJEADOS;2024;7;0.0
RS;DOIS LAJEADOS;2024;8;0.0
RS;DOIS LAJEADOS;2024;9;0.0
RS;DOIS LAJEADOS;2024;10;0.0
RS;DOIS LAJEADOS;2024;11;0.0
RS;DOIS LAJEADOS;2024;12;0.0
RS;DOM FELICIANO;2024;1;0.0
RS;DOM FELICIANO;2024;2;1.0
RS;DOM FELICIANO;2024;3;0.0
RS;DOM FELICIANO;2024;4;0.0
RS;DOM FELICIANO;2024;5;0.0
RS;DOM FELICIANO;2024;6;0.0
RS;DOM FELICIANO;2024;7;0.0
RS;DOM FELICIANO;2024;8;0.0
RS;DOM FELICIANO;2024;9;0.0
RS;DOM FELICIANO;2024;10;0.0
RS;DOM FELICIANO;2024;11;0.0
RS;DOM FELICIANO;2024;12;0.0
RS;DOM PEDRITO;2024;1;2.0
RS;DOM PEDRITO;2024;2;2.0
RS;DOM PEDRITO;2024;3;0.0
RS;DOM PEDRITO;2024;4;3.0
RS;DOM PEDRITO;2024;5;5.0
RS;DOM PEDRITO;2024;6;1.0
RS;DOM PEDRITO;2024;7;1.0
RS;DOM PEDRITO;2024;8;0.0
RS;DOM PEDRITO;2024;9;0.0
RS;DOM PEDRITO;2024;10;2.0
RS;DOM PEDRITO;2024;11;0.0
RS;DOM PEDRITO;2024;12;1.0
RS;DOM PEDRO DE ALCÂNTARA;2024;1;0.0
RS;DOM PEDRO DE ALCÂNTARA;2024;2;0.0
RS;DOM PEDRO DE ALCÂNTARA;2024;3;0.0
RS;DOM PEDRO DE ALCÂNTARA;2024;4;0.0
RS;DOM PEDRO DE ALCÂNTARA;2024;5;0.0
RS;DOM PEDRO DE ALCÂNTARA;2024;6;0.0
RS;DOM PEDRO DE ALCÂNTARA;2024;7;0.0
RS;DOM PEDRO DE ALCÂNTARA;2024;8;0.0
RS;DOM PEDRO DE ALCÂNTARA;2024;9;0.0
RS;DOM PEDRO DE ALCÂNTARA;2024;10;0.0
RS;DOM PEDRO DE ALCÂNTARA;2024;11;0.0
RS;DOM PEDRO DE ALCÂNTARA;2024;12;0.0
RS;DONA FRANCISCA;2024;1;0.0
RS;DONA FRANCISCA;2024;2;0.0
RS;DONA FRANCISCA;2024;3;0.0
RS;DONA FRANCISCA;2024;4;0.0
RS;DONA FRANCISCA;2024;5;0.0
RS;DONA FRANCISCA;2024;6;0.0
RS;DONA FRANCISCA;2024;7;0.0
RS;DONA FRANCISCA;2024;8;0.0
RS;DONA FRANCISCA;2024;9;0.0
RS;DONA FRANCISCA;2024;10;0.0
RS;DONA FRANCISCA;2024;11;0.0
RS;DONA FRANCISCA;2024;12;0.0
RS;DOUTOR MAURÍCIO CARDOSO;2024;1;0.0
RS;DOUTOR MAURÍCIO CARDOSO;2024;2;0.0
RS;DOUTOR MAURÍCIO CARDOSO;2024;3;0.0
RS;DOUTOR MAURÍCIO CARDOSO;2024;4;0.0
RS;DOUTOR MAURÍCIO CARDOSO;2024;5;0.0
RS;DOUTOR MAURÍCIO CARDOSO;2024;6;0.0
RS;DOUTOR MAURÍCIO CARDOSO;2024;7;0.0
RS;DOUTOR MAURÍCIO CARDOSO;2024;8;0.0
RS;DOUTOR MAURÍCIO CARDOSO;2024;9;0.0
RS;DOUTOR MAURÍCIO CARDOSO;2024;10;0.0
RS;DOUTOR MAURÍCIO CARDOSO;2024;11;0.0
RS;DOUTOR MAURÍCIO CARDOSO;2024;12;0.0
RS;DOUTOR RICARDO;2024;1;0.0
RS;DOUTOR RICARDO;2024;2;0.0
RS;DOUTOR RICARDO;2024;3;0.0
RS;DOUTOR RICARDO;2024;4;0.0
RS;DOUTOR RICARDO;2024;5;0.0
RS;DOUTOR RICARDO;2024;6;0.0
RS;DOUTOR RICARDO;2024;7;0.0
RS;DOUTOR RICARDO;2024;8;0.0
RS;DOUTOR RICARDO;2024;9;0.0
RS;DOUTOR RICARDO;2024;10;0.0
RS;DOUTOR RICARDO;2024;11;0.0
RS;DOUTOR RICARDO;2024;12;0.0
RS;ELDORADO DO SUL;2024;1;2.0
RS;ELDORADO DO SUL;2024;2;0.0
RS;ELDORADO DO SUL;2024;3;1.0
RS;ELDORADO DO SUL;2024;4;0.0
RS;ELDORADO DO SUL;2024;5;0.0
RS;ELDORADO DO SUL;2024;6;2.0
RS;ELDORADO DO SUL;2024;7;1.0
RS;ELDORADO DO SUL;2024;8;0.0
RS;ELDORADO DO SUL;2024;9;1.0
RS;ELDORADO DO SUL;2024;10;1.0
RS;ELDORADO DO SUL;2024;11;0.0
RS;ELDORADO DO SUL;2024;12;2.0
RS;ENCANTADO;2024;1;0.0
RS;ENCANTADO;2024;2;0.0
RS;ENCANTADO;2024;3;0.0
RS;ENCANTADO;2024;4;0.0
RS;ENCANTADO;2024;5;0.0
RS;ENCANTADO;2024;6;0.0
RS;ENCANTADO;2024;7;0.0
RS;ENCANTADO;2024;8;0.0
RS;ENCANTADO;2024;9;0.0
RS;ENCANTADO;2024;10;0.0
RS;ENCANTADO;2024;11;0.0
RS;ENCANTADO;2024;12;0.0
RS;ENCRUZILHADA DO SUL;2024;1;2.0
RS;ENCRUZILHADA DO SUL;2024;2;0.0
RS;ENCRUZILHADA DO SUL;2024;3;0.0
RS;ENCRUZILHADA DO SUL;2024;4;1.0
RS;ENCRUZILHADA DO SUL;2024;5;0.0
RS;ENCRUZILHADA DO SUL;2024;6;0.0
RS;ENCRUZILHADA DO SUL;2024;7;0.0
RS;ENCRUZILHADA DO SUL;2024;8;0.0
RS;ENCRUZILHADA DO SUL;2024;9;1.0
RS;ENCRUZILHADA DO SUL;2024;10;0.0
RS;ENCRUZILHADA DO SUL;2024;11;0.0
RS;ENCRUZILHADA DO SUL;2024;12;1.0
RS;ENGENHO VELHO;2024;1;0.0
RS;ENGENHO VELHO;2024;2;1.0
RS;ENGENHO VELHO;2024;3;0.0
RS;ENGENHO VELHO;2024;4;0.0
RS;ENGENHO VELHO;2024;5;0.0
RS;ENGENHO VELHO;2024;6;0.0
RS;ENGENHO VELHO;2024;7;0.0
RS;ENGENHO VELHO;2024;8;0.0
RS;ENGENHO VELHO;2024;9;0.0
RS;ENGENHO VELHO;2024;10;0.0
RS;ENGENHO VELHO;2024;11;0.0
RS;ENGENHO VELHO;2024;12;0.0
RS;ENTRE RIOS DO SUL;2024;1;0.0
RS;ENTRE RIOS DO SUL;2024;2;0.0
RS;ENTRE RIOS DO SUL;2024;3;0.0
RS;ENTRE RIOS DO SUL;2024;4;1.0
RS;ENTRE RIOS DO SUL;2024;5;0.0
RS;ENTRE RIOS DO SUL;2024;6;0.0
RS;ENTRE RIOS DO SUL;2024;7;0.0
RS;ENTRE RIOS DO SUL;2024;8;0.0
RS;ENTRE RIOS DO SUL;2024;9;0.0
RS;ENTRE RIOS DO SUL;2024;10;1.0
RS;ENTRE RIOS DO SUL;2024;11;1.0
RS;ENTRE RIOS DO SUL;2024;12;0.0
RS;ENTRE-IJUÍS;2024;1;0.0
RS;ENTRE-IJUÍS;2024;2;0.0
RS;ENTRE-IJUÍS;2024;3;2.0
RS;ENTRE-IJUÍS;2024;4;0.0
RS;ENTRE-IJUÍS;2024;5;0.0
RS;ENTRE-IJUÍS;2024;6;0.0
RS;ENTRE-IJUÍS;2024;7;0.0
RS;ENTRE-IJUÍS;2024;8;0.0
RS;ENTRE-IJUÍS;2024;9;0.0
RS;ENTRE-IJUÍS;2024;10;0.0
RS;ENTRE-IJUÍS;2024;11;0.0
RS;ENTRE-IJUÍS;2024;12;0.0
RS;EREBANGO;2024;1;0.0
RS;EREBANGO;2024;2;0.0
RS;EREBANGO;2024;3;0.0
RS;EREBANGO;2024;4;0.0
RS;EREBANGO;2024;5;0.0
RS;EREBANGO;2024;6;0.0
RS;EREBANGO;2024;7;0.0
RS;EREBANGO;2024;8;0.0
RS;EREBANGO;2024;9;0.0
RS;EREBANGO;2024;10;0.0
RS;EREBANGO;2024;11;0.0
RS;EREBANGO;2024;12;0.0
RS;ERECHIM;2024;1;4.0
RS;ERECHIM;2024;2;5.0
RS;ERECHIM;2024;3;1.0
RS;ERECHIM;2024;4;2.0
RS;ERECHIM;2024;5;2.0
RS;ERECHIM;2024;6;1.0
RS;ERECHIM;2024;7;1.0
RS;ERECHIM;2024;8;1.0
RS;ERECHIM;2024;9;1.0
RS;ERECHIM;2024;10;3.0
RS;ERECHIM;2024;11;0.0
RS;ERECHIM;2024;12;7.0
RS;ERNESTINA;2024;1;0.0
RS;ERNESTINA;2024;2;0.0
RS;ERNESTINA;2024;3;0.0
RS;ERNESTINA;2024;4;0.0
RS;ERNESTINA;2024;5;0.0
RS;ERNESTINA;2024;6;0.0
RS;ERNESTINA;2024;7;0.0
RS;ERNESTINA;2024;8;0.0
RS;ERNESTINA;2024;9;0.0
RS;ERNESTINA;2024;10;0.0
RS;ERNESTINA;2024;11;0.0
RS;ERNESTINA;2024;12;2.0
RS;ERVAL GRANDE;2024;1;0.0
RS;ERVAL GRANDE;2024;2;0.0
RS;ERVAL GRANDE;2024;3;0.0
RS;ERVAL GRANDE;2024;4;0.0
RS;ERVAL GRANDE;2024;5;0.0
RS;ERVAL GRANDE;2024;6;0.0
RS;ERVAL GRANDE;2024;7;0.0
RS;ERVAL GRANDE;2024;8;1.0
RS;ERVAL GRANDE;2024;9;0.0
RS;ERVAL GRANDE;2024;10;0.0
RS;ERVAL GRANDE;2024;11;0.0
RS;ERVAL GRANDE;2024;12;0.0
RS;ERVAL SECO;2024;1;0.0
RS;ERVAL SECO;2024;2;0.0
RS;ERVAL SECO;2024;3;0.0
RS;ERVAL SECO;2024;4;0.0
RS;ERVAL SECO;2024;5;0.0
RS;ERVAL SECO;2024;6;0.0
RS;ERVAL SECO;2024;7;1.0
RS;ERVAL SECO;2024;8;0.0
RS;ERVAL SECO;2024;9;0.0
RS;ERVAL SECO;2024;10;0.0
RS;ERVAL SECO;2024;11;0.0
RS;ERVAL SECO;2024;12;0.0
RS;ESMERALDA;2024;1;0.0
RS;ESMERALDA;2024;2;0.0
RS;ESMERALDA;2024;3;1.0
RS;ESMERALDA;2024;4;0.0
RS;ESMERALDA;2024;5;0.0
RS;ESMERALDA;2024;6;0.0
RS;ESMERALDA;2024;7;0.0
RS;ESMERALDA;2024;8;0.0
RS;ESMERALDA;2024;9;0.0
RS;ESMERALDA;2024;10;1.0
RS;ESMERALDA;2024;11;0.0
RS;ESMERALDA;2024;12;0.0
RS;ESPERANÇA DO SUL;2024;1;0.0
RS;ESPERANÇA DO SUL;2024;2;0.0
RS;ESPERANÇA DO SUL;2024;3;0.0
RS;ESPERANÇA DO SUL;2024;4;0.0
RS;ESPERANÇA DO SUL;2024;5;1.0
RS;ESPERANÇA DO SUL;2024;6;0.0
RS;ESPERANÇA DO SUL;2024;7;0.0
RS;ESPERANÇA DO SUL;2024;8;0.0
RS;ESPERANÇA DO SUL;2024;9;0.0
RS;ESPERANÇA DO SUL;2024;10;0.0
RS;ESPERANÇA DO SUL;2024;11;0.0
RS;ESPERANÇA DO SUL;2024;12;0.0
RS;ESPUMOSO;2024;1;0.0
RS;ESPUMOSO;2024;2;1.0
RS;ESPUMOSO;2024;3;0.0
RS;ESPUMOSO;2024;4;0.0
RS;ESPUMOSO;2024;5;0.0
RS;ESPUMOSO;2024;6;1.0
RS;ESPUMOSO;2024;7;0.0
RS;ESPUMOSO;2024;8;2.0
RS;ESPUMOSO;2024;9;0.0
RS;ESPUMOSO;2024;10;0.0
RS;ESPUMOSO;2024;11;0.0
RS;ESPUMOSO;2024;12;2.0
RS;ESTAÇÃO;2024;1;0.0
RS;ESTAÇÃO;2024;2;0.0
RS;ESTAÇÃO;2024;3;0.0
RS;ESTAÇÃO;2024;4;0.0
RS;ESTAÇÃO;2024;5;0.0
