"Município";"Janeiro";"Fevereiro";"Marco";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"431620 RONDINHA";1;2;9;2;-;3;2;4;3;9;1;5;41
"431630 ROQUE GONZALES";5;2;4;-;4;8;5;5;1;3;6;8;51
"431640 ROSARIO DO SUL";28;39;24;30;34;38;34;33;45;37;30;34;406
"431642 SAGRADA FAMILIA";-;-;1;-;-;1;-;1;2;-;-;1;6
"431643 SALDANHA MARINHO";4;3;2;1;3;1;3;2;2;3;-;2;26
"431645 SALTO DO JACUI";4;1;6;4;2;9;8;4;7;9;6;5;65
"431647 SALVADOR DAS MISSOES";1;1;-;-;-;1;1;-;-;-;-;2;6
"431650 SALVADOR DO SUL";4;4;6;2;5;7;3;2;5;3;1;6;48
"431660 SANANDUVA";6;8;11;10;12;9;14;22;7;11;8;17;135
"431670 SANTA BARBARA DO SUL";3;4;1;6;4;5;8;4;5;6;6;7;59
"431673 SANTA CECILIA DO SUL";-;-;-;1;-;-;-;1;-;-;1;-;3
"431675 SANTA CLARA DO SUL";3;2;1;1;4;1;1;2;3;1;1;2;22
"431680 SANTA CRUZ DO SUL";106;87;108;100;121;123;136;126;93;118;104;116;1338
"431690 SANTA MARIA";208;189;201;217;233;249;262;234;242;242;254;229;2760
"431695 SANTA MARIA DO HERVAL";1;-;3;1;-;5;2;-;1;2;5;-;20
"431697 SANTA MARGARIDA DO SUL";-;1;-;-;1;1;-;-;-;-;-;-;3
"431700 SANTANA DA BOA VISTA";4;3;5;4;6;4;4;6;10;3;6;8;63
"431710 SANT'ANA DO LIVRAMENTO";64;46;68;64;63;58;78;68;69;62;62;58;760
"431720 SANTA ROSA";62;54;49;61;64;66;64;84;67;73;54;52;750
"431725 SANTA TEREZA";-;-;-;-;1;1;1;-;-;-;-;-;3
"431730 SANTA VITORIA DO PALMAR";27;25;24;25;23;26;35;28;30;27;21;19;310
"431740 SANTIAGO";26;29;43;27;42;31;51;46;44;35;38;35;447
"431750 SANTO ANGELO";66;50;53;64;70;63;88;79;79;80;69;69;830
"431755 SANTO ANTONIO DO PALMA";1;-;-;-;-;1;1;-;1;-;-;-;4
"431760 SANTO ANTONIO DA PATRULHA";33;19;23;24;16;25;25;29;24;22;21;15;276
"431770 SANTO ANTONIO DAS MISSOES";-;5;2;3;4;-;8;6;5;4;3;3;43
"431775 SANTO ANTONIO DO PLANALTO";-;-;1;-;-;1;-;-;-;-;-;2;4
"431780 SANTO AUGUSTO";10;13;10;7;17;11;14;11;13;15;18;9;148
"431790 SANTO CRISTO";10;8;10;10;8;12;9;14;6;3;7;8;105
"431795 SANTO EXPEDITO DO SUL";-;-;-;-;-;-;1;-;1;-;-;-;2
"431800 SAO BORJA";40;32;38;43;33;37;51;61;49;41;38;36;499
"431805 SAO DOMINGOS DO SUL";-;-;-;-;-;-;-;-;-;1;2;-;3
"431810 SAO FRANCISCO DE ASSIS";8;7;7;9;8;7;14;11;10;14;11;9;115
"431820 SAO FRANCISCO DE PAULA";7;8;9;9;15;16;15;14;10;10;5;7;125
"431830 SAO GABRIEL";38;44;43;54;36;65;69;62;42;49;53;40;595
"431840 SAO JERONIMO";26;24;24;17;25;28;40;32;30;33;24;17;320
"431842 SAO JOAO DA URTIGA";-;1;-;-;1;1;-;3;-;-;1;3;10
"431843 SAO JOAO DO POLESINE";2;2;-;3;2;4;1;2;1;3;2;2;24
"431844 SAO JORGE";1;1;-;-;1;1;1;1;-;1;1;-;8
"431845 SAO JOSE DAS MISSOES";1;-;2;1;1;1;1;-;1;-;1;1;10
"431846 SAO JOSE DO HERVAL";2;3;-;1;-;-;1;3;2;1;2;-;15
"431848 SAO JOSE DO HORTENCIO";-;-;-;-;2;2;-;1;-;-;1;-;6
"431849 SAO JOSE DO INHACORA";-;-;4;3;1;-;1;2;-;1;1;-;13
"431850 SAO JOSE DO NORTE";13;9;15;14;12;14;11;14;19;17;14;13;165
"431860 SAO JOSE DO OURO";7;2;4;7;6;12;11;11;8;11;6;8;93
"431861 SAO JOSE DO SUL";2;-;-;1;-;2;-;-;-;1;1;-;7
"431862 SAO JOSE DOS AUSENTES";-;1;-;2;2;-;1;-;-;2;-;-;8
"431870 SAO LEOPOLDO";114;92;117;113;121;128;164;155;123;121;119;118;1485
"431880 SAO LOURENCO DO SUL";27;25;20;23;29;29;35;36;23;22;21;22;312
"431890 SAO LUIZ GONZAGA";33;31;27;27;37;32;48;40;38;26;33;23;395
"431900 SAO MARCOS";9;5;11;9;8;10;10;14;10;17;7;7;117
"431910 SAO MARTINHO";3;4;1;4;2;4;3;6;4;4;2;4;41
"431912 SAO MARTINHO DA SERRA";1;1;1;1;-;2;-;2;2;1;1;1;13
"431915 SAO MIGUEL DAS MISSOES";3;3;-;2;4;8;4;5;2;7;4;5;47
"431920 SAO NICOLAU";1;4;1;1;2;-;2;2;1;2;1;1;18
"431930 SAO PAULO DAS MISSOES";3;3;3;3;2;3;5;7;6;10;6;2;53
"431935 SAO PEDRO DA SERRA";-;-;-;-;-;-;-;-;1;-;-;-;1
"431936 SAO PEDRO DAS MISSOES";-;-;-;-;-;1;-;1;-;-;-;-;2
"431937 SAO PEDRO DO BUTIA";-;-;1;1;1;-;-;-;-;1;-;-;4
"431940 SAO PEDRO DO SUL";10;9;18;7;7;10;14;16;16;16;9;14;146
"431950 SAO SEBASTIAO DO CAI";11;8;15;9;10;17;11;19;18;12;10;12;152
"431960 SAO SEPE";14;12;6;10;15;14;30;25;16;16;12;18;188
"431970 SAO VALENTIM";3;2;4;-;3;-;4;2;1;4;2;-;25
"431971 SAO VALENTIM DO SUL";-;-;-;1;1;1;-;-;-;-;1;-;4
"431973 SAO VALERIO DO SUL";-;-;-;-;-;-;1;-;-;-;-;2;3
"431975 SAO VENDELINO";1;2;1;-;-;-;-;-;-;1;1;-;6
"431980 SAO VICENTE DO SUL";2;3;3;-;3;1;5;3;10;8;5;4;47
"431990 SAPIRANGA";48;57;41;47;46;39;68;59;64;52;42;53;616
"432000 SAPUCAIA DO SUL";73;56;49;58;65;63;78;82;73;70;57;56;780
"432010 SARANDI";7;10;11;12;13;12;23;12;9;20;11;10;150
"432020 SEBERI";9;6;6;6;13;5;9;6;10;9;9;9;97
"432023 SEDE NOVA";2;-;-;-;1;-;-;1;1;-;1;2;8
"432026 SEGREDO";2;1;6;1;3;4;6;4;5;1;9;3;45
"432030 SELBACH";3;3;4;5;-;3;4;4;5;4;4;1;40
"432032 SENADOR SALGADO FILHO";-;-;1;-;-;2;-;2;2;1;-;-;8
"432035 SENTINELA DO SUL";1;3;2;1;1;-;1;3;2;1;3;1;19
"432040 SERAFINA CORREA";3;3;11;4;11;6;9;5;6;11;4;5;78
"432045 SERIO";3;-;3;-;1;2;2;1;1;-;8;-;21
"432050 SERTAO";1;1;2;3;3;2;3;5;2;2;2;3;29
"432055 SERTAO SANTANA";1;1;2;-;-;2;2;2;3;1;4;1;19
"432057 SETE DE SETEMBRO";2;-;1;-;-;2;1;2;1;1;1;-;11
"432060 SEVERIANO DE ALMEIDA";2;1;1;3;5;4;5;-;2;4;-;3;30
"432065 SILVEIRA MARTINS";-;-;-;3;1;-;-;2;2;2;1;1;12
"432067 SINIMBU";7;7;6;7;7;8;7;7;10;5;6;5;82
"432070 SOBRADINHO";16;5;15;11;9;7;13;11;17;16;9;9;138
"432080 SOLEDADE";27;15;14;21;23;26;34;33;29;17;23;24;286
"432085 TABAI";4;2;1;2;1;1;-;-;-;-;-;2;13
"432090 TAPEJARA";13;14;18;9;12;24;14;12;15;16;14;17;178
"432100 TAPERA";4;6;-;8;8;4;2;12;8;4;6;5;67
"432110 TAPES";5;6;7;9;7;7;7;7;5;7;9;3;79
"432120 TAQUARA";40;25;34;35;41;51;49;59;51;28;35;40;488
"432130 TAQUARI";21;7;10;18;12;18;17;32;15;21;10;12;193
"432132 TAQUARUCU DO SUL";1;-;-;3;1;4;4;1;-;1;-;-;15
"432135 TAVARES";3;1;1;1;6;2;6;2;4;5;3;2;36
"432140 TENENTE PORTELA";19;22;30;32;22;26;27;28;22;31;27;32;318
"432143 TERRA DE AREIA";2;-;2;1;5;1;3;3;1;4;6;3;31
"432145 TEUTONIA";30;19;20;22;20;24;23;24;20;22;21;16;261
"432146 TIO HUGO";-;1;-;1;2;-;-;-;1;-;1;1;7
"432147 TIRADENTES DO SUL";1;2;1;-;2;2;2;1;1;3;2;3;20
"432149 TOROPI";1;1;-;2;-;2;-;-;2;-;1;-;9
"432150 TORRES";34;35;29;31;27;28;48;49;38;34;43;45;441
"432160 TRAMANDAI";78;56;65;52;62;48;59;64;52;51;53;66;706
"432162 TRAVESSEIRO";-;-;-;1;-;-;-;-;-;-;1;-;2
"432163 TRES ARROIOS";2;-;-;-;-;1;4;1;2;5;-;1;16
"432166 TRES CACHOEIRAS";1;1;-;-;2;1;3;-;-;1;-;1;10
"432170 TRES COROAS";16;11;13;8;12;10;16;14;5;9;14;11;139
"432180 TRES DE MAIO";27;16;17;12;22;25;17;36;24;25;25;16;262
"432183 TRES FORQUILHAS";2;2;3;-;-;1;1;2;1;-;1;-;13
"432185 TRES PALMEIRAS";2;-;-;2;2;-;2;2;3;5;-;-;18
"432190 TRES PASSOS";29;21;28;32;21;27;28;28;30;32;22;42;340
"432195 TRINDADE DO SUL";7;3;-;8;4;2;6;2;1;2;2;5;42
"432200 TRIUNFO";28;8;16;11;7;11;24;11;17;15;13;14;175
"432210 TUCUNDUVA";8;3;1;6;3;5;11;5;3;5;3;4;57
"432215 TUNAS";-;-;1;-;2;-;2;1;-;-;-;2;8
"432218 TUPANCI DO SUL";1;-;-;-;-;-;-;-;-;-;-;-;1
"432220 TUPANCIRETA";4;6;10;7;16;9;14;14;10;22;12;8;132
"432225 TUPANDI";-;-;1;-;2;1;1;1;1;1;-;3;11
"432230 TUPARENDI";6;8;9;5;11;6;9;7;11;8;9;7;96
"432232 TURUCU";-;1;-;-;1;-;1;-;1;1;2;2;9
"432234 UBIRETAMA";1;1;1;-;-;-;1;-;-;-;-;-;4
"432235 UNIAO DA SERRA";-;-;-;-;-;-;-;1;-;-;-;-;1
"432237 UNISTALDA";-;1;-;-;1;1;-;-;-;-;-;-;3
"432240 URUGUAIANA";72;63;78;86;94;87;109;106;86;80;66;86;1013
"432250 VACARIA";38;42;43;42;42;55;72;44;52;51;46;44;571
"432252 VALE VERDE";3;1;-;1;1;-;1;1;2;-;1;-;11
"432253 VALE DO SOL";7;6;6;7;10;10;4;6;11;10;9;12;98
"432254 VALE REAL";-;-;2;-;2;1;1;4;1;-;-;2;13
"432255 VANINI";-;-;-;-;-;-;-;-;1;-;1;-;2
"432260 VENANCIO AIRES";50;36;43;46;54;58;43;43;37;41;44;52;547
"432270 VERA CRUZ";20;16;10;16;18;9;27;25;13;15;14;17;200
"432280 VERANOPOLIS";20;15;20;22;14;23;19;7;18;21;13;18;210
"432285 VESPASIANO CORREA";-;-;-;-;-;1;-;-;1;-;1;1;4
"432290 VIADUTOS";2;6;3;7;1;3;1;1;1;2;3;6;36
"432300 VIAMAO";98;91;82;80;84;110;144;115;100;95;100;102;1201
"432310 VICENTE DUTRA";7;4;3;3;2;3;4;6;1;2;4;1;40
"432320 VICTOR GRAEFF";1;-;2;1;-;-;1;1;-;-;-;1;7
"432330 VILA FLORES";-;-;-;-;2;-;-;2;-;-;-;1;5
"432335 VILA LANGARO";-;-;-;-;-;-;-;1;-;-;1;-;2
"432340 VILA MARIA";1;1;2;1;4;-;1;2;1;-;-;1;14
"432345 VILA NOVA DO SUL";1;-;3;2;1;-;2;-;1;4;1;1;16
"432350 VISTA ALEGRE";2;-;1;-;2;1;-;-;1;2;-;1;10
"432360 VISTA ALEGRE DO PRATA";-;-;-;-;-;1;-;-;-;-;-;-;1
"432370 VISTA GAUCHA";-;-;1;1;2;1;1;3;-;3;2;-;14
"432375 VITORIA DAS MISSOES";1;-;1;2;-;-;1;1;2;1;-;1;10
"432377 WESTFALIA";-;-;2;-;-;1;-;-;-;1;3;1;8
"432380 XANGRI-LA";6;1;3;3;1;2;4;3;3;2;2;5;35
"Total";7192;6097;6703;6583;7247;7714;9170;8898;7798;7623;6929;7165;89119
