"Município";"Janeiro";"Fevereiro";"Marco";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"431610 RONDA ALTA";4;2;7;10;11;7;7;14;12;9;6;4;93
"431620 RONDINHA";6;2;3;2;-;8;3;2;2;1;1;3;33
"431630 ROQUE GONZALES";2;3;7;3;5;5;4;4;3;1;2;7;46
"431640 ROSARIO DO SUL";32;20;21;36;21;32;44;35;24;38;27;39;369
"431642 SAGRADA FAMILIA";-;1;-;-;-;-;2;3;-;1;1;-;8
"431643 SALDANHA MARINHO";5;2;2;1;-;2;1;1;3;3;4;-;24
"431645 SALTO DO JACUI";9;3;5;10;2;6;9;4;10;6;11;6;81
"431647 SALVADOR DAS MISSOES";-;2;-;1;-;-;2;1;-;2;2;2;12
"431650 SALVADOR DO SUL";-;1;2;4;2;4;4;4;2;3;1;1;28
"431660 SANANDUVA";17;18;12;17;15;8;17;14;9;12;4;8;151
"431670 SANTA BARBARA DO SUL";4;4;4;6;7;2;3;3;5;6;2;1;47
"431673 SANTA CECILIA DO SUL";-;-;2;-;-;-;-;-;1;-;-;-;3
"431675 SANTA CLARA DO SUL";-;1;1;1;3;-;1;-;2;1;2;2;14
"431680 SANTA CRUZ DO SUL";103;116;106;119;117;156;124;134;121;109;119;129;1453
"431690 SANTA MARIA";245;212;230;264;293;283;271;286;250;244;262;239;3079
"431695 SANTA MARIA DO HERVAL";1;3;1;2;4;5;4;2;1;3;-;3;29
"431697 SANTA MARGARIDA DO SUL";1;-;2;-;-;-;-;-;-;1;-;-;4
"431700 SANTANA DA BOA VISTA";2;4;5;4;6;4;4;7;5;6;10;4;61
"431710 SANT'ANA DO LIVRAMENTO";69;52;54;54;73;60;75;58;62;69;56;49;731
"431720 SANTA ROSA";65;45;61;52;60;72;65;67;69;58;53;53;720
"431725 SANTA TEREZA";1;-;-;-;-;-;1;-;2;-;-;-;4
"431730 SANTA VITORIA DO PALMAR";25;23;16;17;37;36;22;23;20;20;30;17;286
"431740 SANTIAGO";35;37;35;49;75;49;66;32;45;46;46;40;555
"431750 SANTO ANGELO";66;73;69;64;90;83;90;81;75;80;69;88;928
"431760 SANTO ANTONIO DA PATRULHA";20;20;25;22;33;21;33;20;23;19;27;25;288
"431770 SANTO ANTONIO DAS MISSOES";6;2;4;-;8;9;6;4;2;6;-;4;51
"431775 SANTO ANTONIO DO PLANALTO";1;-;-;-;-;-;-;-;-;-;-;-;1
"431780 SANTO AUGUSTO";12;11;11;12;10;9;16;14;18;18;1;-;132
"431790 SANTO CRISTO";8;12;8;6;12;11;12;7;13;12;8;12;121
"431795 SANTO EXPEDITO DO SUL";-;1;-;1;-;-;-;-;-;-;1;-;3
"431800 SAO BORJA";39;36;36;47;53;49;49;34;39;34;37;37;490
"431805 SAO DOMINGOS DO SUL";-;-;1;-;1;-;-;-;-;-;-;1;3
"431810 SAO FRANCISCO DE ASSIS";10;13;6;9;11;6;9;9;14;8;8;6;109
"431820 SAO FRANCISCO DE PAULA";7;7;10;13;8;9;11;8;16;15;12;8;124
"431830 SAO GABRIEL";50;66;38;46;48;58;59;61;53;48;52;54;633
"431840 SAO JERONIMO";37;26;26;33;43;29;32;40;35;38;38;44;421
"431842 SAO JOAO DA URTIGA";-;3;-;-;-;2;-;-;1;-;1;-;7
"431843 SAO JOAO DO POLESINE";3;-;7;3;1;4;2;6;4;2;3;3;38
"431844 SAO JORGE";-;-;-;1;-;2;1;2;5;-;-;-;11
"431845 SAO JOSE DAS MISSOES";-;-;2;-;-;-;1;-;1;2;-;-;6
"431846 SAO JOSE DO HERVAL";1;2;1;1;-;2;-;-;1;4;-;-;12
"431848 SAO JOSE DO HORTENCIO";1;1;-;1;-;-;-;-;1;-;1;-;5
"431849 SAO JOSE DO INHACORA";4;-;3;-;2;1;-;1;2;2;1;3;19
"431850 SAO JOSE DO NORTE";11;8;15;8;17;20;14;13;15;10;20;13;164
"431860 SAO JOSE DO OURO";9;7;3;6;10;4;3;12;5;6;15;6;86
"431861 SAO JOSE DO SUL";1;1;-;-;3;1;-;3;-;-;1;-;10
"431862 SAO JOSE DOS AUSENTES";2;3;-;-;1;-;2;4;-;-;1;-;13
"431870 SAO LEOPOLDO";113;104;134;122;162;164;150;121;111;146;108;116;1551
"431880 SAO LOURENCO DO SUL";38;29;36;38;41;38;41;34;22;40;24;38;419
"431890 SAO LUIZ GONZAGA";41;19;39;38;42;37;37;36;29;28;35;44;425
"431900 SAO MARCOS";12;7;15;16;8;15;17;4;5;13;11;15;138
"431910 SAO MARTINHO";3;1;2;3;4;3;2;5;4;2;2;3;34
"431912 SAO MARTINHO DA SERRA";-;1;1;-;2;4;2;5;-;1;2;-;18
"431915 SAO MIGUEL DAS MISSOES";3;-;2;2;7;4;6;3;4;5;8;3;47
"431920 SAO NICOLAU";3;1;1;2;4;3;1;4;2;2;2;3;28
"431930 SAO PAULO DAS MISSOES";1;4;4;3;6;4;9;1;5;4;4;9;54
"431935 SAO PEDRO DA SERRA";-;2;-;-;-;1;-;-;3;-;2;1;9
"431936 SAO PEDRO DAS MISSOES";-;1;-;-;-;1;1;-;-;-;-;-;3
"431937 SAO PEDRO DO BUTIA";2;1;3;1;-;-;-;1;1;-;2;1;12
"431940 SAO PEDRO DO SUL";18;16;7;10;6;12;16;11;11;10;10;9;136
"431950 SAO SEBASTIAO DO CAI";19;8;13;16;23;27;16;13;12;16;17;10;190
"431960 SAO SEPE";17;13;18;15;23;23;22;17;19;21;13;11;212
"431970 SAO VALENTIM";4;1;1;3;2;1;1;3;2;1;1;1;21
"431971 SAO VALENTIM DO SUL";-;1;1;-;-;1;-;-;-;1;-;-;4
"431973 SAO VALERIO DO SUL";-;-;-;-;-;-;-;-;1;-;-;1;2
"431975 SAO VENDELINO";-;-;-;1;-;-;2;-;-;-;-;1;4
"431980 SAO VICENTE DO SUL";1;3;1;4;5;4;3;5;4;6;1;5;42
"431990 SAPIRANGA";68;46;48;49;56;67;56;64;48;45;51;60;658
"432000 SAPUCAIA DO SUL";81;64;69;60;95;84;76;79;63;73;53;71;868
"432010 SARANDI";15;11;13;18;8;17;13;11;10;11;12;9;148
"432020 SEBERI";8;6;5;6;10;5;8;8;5;3;12;9;85
"432023 SEDE NOVA";-;-;-;-;1;1;-;1;2;1;-;-;6
"432026 SEGREDO";2;3;1;2;-;-;8;3;-;-;2;3;24
"432030 SELBACH";1;2;3;1;4;4;6;5;2;3;2;4;37
"432032 SENADOR SALGADO FILHO";1;-;-;1;1;-;-;-;-;-;-;-;3
"432035 SENTINELA DO SUL";5;3;3;3;4;2;4;3;2;2;4;4;39
"432040 SERAFINA CORREA";10;6;5;6;9;10;8;11;4;8;5;6;88
"432045 SERIO";1;-;2;4;1;-;2;2;2;-;5;1;20
"432050 SERTAO";5;5;4;2;4;4;5;2;4;6;4;5;50
"432055 SERTAO SANTANA";2;2;4;4;5;2;2;-;5;4;2;3;35
"432057 SETE DE SETEMBRO";-;2;-;2;-;-;1;1;1;1;3;2;13
"432060 SEVERIANO DE ALMEIDA";1;-;1;4;1;5;2;2;3;4;4;1;28
"432065 SILVEIRA MARTINS";3;-;-;-;3;2;-;-;-;-;2;-;10
"432067 SINIMBU";4;6;3;7;7;6;4;9;7;5;4;4;66
"432070 SOBRADINHO";9;8;6;14;20;13;21;12;8;17;11;16;155
"432080 SOLEDADE";25;24;15;20;32;34;26;27;32;26;28;49;338
"432085 TABAI";3;3;2;1;1;1;1;1;3;1;2;-;19
"432090 TAPEJARA";20;18;10;10;17;19;16;17;17;22;14;19;199
"432100 TAPERA";6;2;8;6;5;4;9;2;6;4;8;4;64
"432110 TAPES";5;3;8;2;4;8;8;2;7;5;6;4;62
"432120 TAQUARA";37;43;37;40;61;47;41;56;57;58;51;59;587
"432130 TAQUARI";16;16;17;24;23;16;14;20;10;12;15;8;191
"432132 TAQUARUCU DO SUL";1;-;-;-;1;1;1;3;-;1;1;-;9
"432135 TAVARES";1;3;-;2;2;5;4;2;-;5;4;2;30
"432140 TENENTE PORTELA";27;25;32;25;34;34;23;35;19;26;37;28;345
"432143 TERRA DE AREIA";2;5;1;2;6;6;8;1;6;5;2;6;50
"432145 TEUTONIA";20;29;28;17;27;26;34;29;21;27;19;30;307
"432146 TIO HUGO";-;1;1;-;-;1;1;-;2;1;-;2;9
"432147 TIRADENTES DO SUL";-;1;2;1;-;1;2;3;2;6;2;2;22
"432149 TOROPI";-;-;1;2;2;1;1;2;1;2;-;1;13
"432150 TORRES";51;39;29;37;40;53;55;44;31;28;42;34;483
"432160 TRAMANDAI";52;62;58;67;54;60;64;72;57;53;64;48;711
"432162 TRAVESSEIRO";-;-;2;1;-;-;-;-;-;1;1;-;5
"432163 TRES ARROIOS";3;2;1;4;1;-;3;-;1;1;2;2;20
"432166 TRES CACHOEIRAS";2;3;3;3;4;2;-;3;3;1;1;4;29
"432170 TRES COROAS";12;11;17;7;14;19;10;10;8;15;15;10;148
"432180 TRES DE MAIO";17;19;24;20;18;26;43;22;26;22;26;20;283
"432183 TRES FORQUILHAS";3;-;4;1;1;2;-;-;-;-;-;2;13
"432185 TRES PALMEIRAS";-;-;-;-;2;2;2;-;1;1;-;-;8
"432190 TRES PASSOS";34;16;28;28;19;32;37;43;32;20;20;32;341
"432195 TRINDADE DO SUL";4;2;3;2;6;6;2;2;4;2;4;-;37
"432200 TRIUNFO";11;13;12;13;17;21;19;14;7;19;4;11;161
"432210 TUCUNDUVA";2;3;3;6;7;6;7;5;4;3;6;6;58
"432215 TUNAS";5;1;1;-;2;-;3;1;1;-;2;2;18
"432218 TUPANCI DO SUL";-;1;-;-;-;-;-;-;-;-;-;-;1
"432220 TUPANCIRETA";7;6;8;16;20;9;12;13;15;19;13;11;149
"432225 TUPANDI";-;-;-;2;1;1;-;-;2;2;2;3;13
"432230 TUPARENDI";5;4;7;13;8;9;6;9;6;5;2;6;80
"432232 TURUCU";-;2;1;2;2;2;-;2;2;-;2;2;17
"432234 UBIRETAMA";-;1;-;-;2;1;1;-;-;4;-;1;10
"432235 UNIAO DA SERRA";1;1;-;-;-;1;-;-;1;1;-;-;5
"432237 UNISTALDA";-;1;-;-;-;-;-;-;-;-;-;1;2
"432240 URUGUAIANA";85;73;90;83;88;81;75;79;71;88;62;85;960
"432250 VACARIA";74;46;43;55;70;56;70;70;58;47;59;63;711
"432252 VALE VERDE";2;1;-;2;-;-;1;-;2;1;-;1;10
"432253 VALE DO SOL";8;4;9;14;9;12;4;7;7;10;8;9;101
"432254 VALE REAL";1;-;1;-;1;-;1;1;1;1;-;1;8
"432255 VANINI";1;-;-;-;-;-;-;-;-;-;-;-;1
"432260 VENANCIO AIRES";50;53;44;46;64;55;54;59;45;37;51;39;597
"432270 VERA CRUZ";7;14;8;13;12;14;8;15;14;14;15;13;147
"432280 VERANOPOLIS";24;13;11;19;31;19;24;10;16;24;17;20;228
"432285 VESPASIANO CORREA";-;1;1;1;2;-;-;-;-;-;-;1;6
"432290 VIADUTOS";4;1;1;1;4;4;4;4;5;3;2;5;38
"432300 VIAMAO";99;85;97;93;103;127;104;106;93;114;84;111;1216
"432310 VICENTE DUTRA";3;-;2;1;4;3;2;2;2;4;5;1;29
"432320 VICTOR GRAEFF";1;-;-;-;1;1;2;1;-;-;-;-;6
"432330 VILA FLORES";1;-;1;-;2;2;-;1;-;3;1;-;11
"432340 VILA MARIA";1;2;2;1;1;3;1;1;1;3;2;1;19
"432345 VILA NOVA DO SUL";4;2;2;-;-;1;-;-;1;1;3;1;15
"432350 VISTA ALEGRE";-;-;-;1;-;1;1;-;1;1;-;-;5
"432370 VISTA GAUCHA";1;-;1;2;2;1;4;-;1;1;2;2;17
"432375 VITORIA DAS MISSOES";1;1;1;-;-;1;1;3;1;2;3;1;15
"432377 WESTFALIA";-;-;1;-;-;-;1;-;1;-;-;-;3
"432380 XANGRI-LA";7;6;4;4;4;6;5;8;3;1;7;5;60
"Total";7502;6387;7241;7354;8618;8731;8813;8272;7666;7885;7269;7641;93379
