"Município";"Janeiro";"Fevereiro";"Marco";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"431610 RONDA ALTA";9;7;8;13;8;7;17;17;9;4;8;2;109
"431620 RONDINHA";7;5;3;1;4;2;5;2;2;3;5;1;40
"431630 ROQUE GONZALES";3;7;4;5;4;5;6;3;3;2;4;3;49
"431640 ROSARIO DO SUL";23;22;27;25;35;30;40;32;38;27;26;21;346
"431642 SAGRADA FAMILIA";-;2;-;-;4;-;2;-;-;-;1;1;10
"431643 SALDANHA MARINHO";3;3;2;1;-;-;2;-;3;1;-;1;16
"431645 SALTO DO JACUI";8;4;11;3;15;7;10;8;6;8;4;4;88
"431647 SALVADOR DAS MISSOES";-;-;-;2;-;-;2;-;-;-;1;1;6
"431650 SALVADOR DO SUL";5;1;8;7;7;2;1;7;5;5;4;8;60
"431660 SANANDUVA";16;9;12;14;12;19;15;20;21;17;14;11;180
"431670 SANTA BARBARA DO SUL";7;6;2;1;9;11;5;11;4;8;5;11;80
"431673 SANTA CECILIA DO SUL";-;-;-;1;-;-;-;-;-;-;-;-;1
"431675 SANTA CLARA DO SUL";-;-;-;3;1;2;2;5;3;1;-;-;17
"431680 SANTA CRUZ DO SUL";101;139;122;132;153;140;144;146;126;110;121;121;1555
"431690 SANTA MARIA";217;232;261;251;291;287;304;320;302;287;248;219;3219
"431695 SANTA MARIA DO HERVAL";-;1;3;2;3;1;2;2;2;-;1;3;20
"431697 SANTA MARGARIDA DO SUL";1;-;1;-;-;-;-;-;-;-;-;-;2
"431700 SANTANA DA BOA VISTA";5;3;5;4;7;7;7;7;6;7;6;6;70
"431710 SANT'ANA DO LIVRAMENTO";59;51;54;60;77;77;86;71;84;67;55;62;803
"431720 SANTA ROSA";59;66;70;93;98;79;88;71;70;66;68;69;897
"431725 SANTA TEREZA";-;-;-;-;1;-;-;1;-;-;-;-;2
"431730 SANTA VITORIA DO PALMAR";23;30;26;16;21;41;37;31;26;22;26;28;327
"431740 SANTIAGO";48;46;41;55;54;56;70;51;46;61;44;47;619
"431750 SANTO ANGELO";77;66;70;83;110;106;108;102;81;85;81;86;1055
"431755 SANTO ANTONIO DO PALMA";-;-;-;2;1;-;-;-;-;-;-;-;3
"431760 SANTO ANTONIO DA PATRULHA";15;21;24;19;24;32;31;24;24;26;29;19;288
"431770 SANTO ANTONIO DAS MISSOES";4;6;5;10;6;5;10;3;2;4;2;-;57
"431780 SANTO AUGUSTO";8;4;15;22;13;6;4;2;4;4;12;9;103
"431790 SANTO CRISTO";11;12;10;10;11;12;13;8;7;12;10;8;124
"431795 SANTO EXPEDITO DO SUL";-;-;-;-;-;1;-;-;-;-;-;-;1
"431800 SAO BORJA";44;44;68;38;50;69;53;50;47;39;55;45;602
"431805 SAO DOMINGOS DO SUL";2;1;-;-;-;-;3;-;2;-;-;-;8
"431810 SAO FRANCISCO DE ASSIS";6;9;16;4;17;19;11;12;11;12;3;11;131
"431820 SAO FRANCISCO DE PAULA";11;18;15;5;12;11;13;6;13;10;9;9;132
"431830 SAO GABRIEL";50;41;49;73;39;43;69;69;62;62;49;49;655
"431840 SAO JERONIMO";36;47;35;33;36;51;55;55;51;48;34;37;518
"431842 SAO JOAO DA URTIGA";1;3;3;-;1;1;1;-;1;2;-;1;14
"431843 SAO JOAO DO POLESINE";7;10;4;10;4;7;8;9;7;12;4;5;87
"431844 SAO JORGE";-;-;1;-;-;2;1;1;-;2;-;-;7
"431845 SAO JOSE DAS MISSOES";-;1;-;2;-;2;4;-;-;-;-;1;10
"431846 SAO JOSE DO HERVAL";1;-;1;1;1;-;-;4;-;1;-;-;9
"431848 SAO JOSE DO HORTENCIO";-;-;-;-;4;-;1;2;1;-;2;3;13
"431849 SAO JOSE DO INHACORA";2;-;-;2;-;1;3;4;-;-;-;-;12
"431850 SAO JOSE DO NORTE";12;9;16;8;14;15;24;14;11;12;8;9;152
"431860 SAO JOSE DO OURO";9;5;9;7;7;4;12;10;12;10;4;6;95
"431861 SAO JOSE DO SUL";-;1;-;-;1;-;1;-;-;-;-;-;3
"431862 SAO JOSE DOS AUSENTES";1;1;-;1;-;2;1;2;-;-;1;-;9
"431870 SAO LEOPOLDO";129;114;154;148;167;148;168;174;169;132;107;108;1718
"431880 SAO LOURENCO DO SUL";38;30;32;29;47;33;53;38;29;32;32;30;423
"431890 SAO LUIZ GONZAGA";32;37;33;39;56;54;37;27;41;30;39;54;479
"431900 SAO MARCOS";8;9;6;10;11;9;12;17;11;12;10;10;125
"431910 SAO MARTINHO";3;3;3;3;7;-;-;1;-;-;-;-;20
"431912 SAO MARTINHO DA SERRA";1;-;2;1;-;-;4;-;1;3;-;-;12
"431915 SAO MIGUEL DAS MISSOES";10;3;6;1;2;-;11;4;2;2;5;9;55
"431920 SAO NICOLAU";1;3;3;1;5;1;5;4;-;1;1;1;26
"431930 SAO PAULO DAS MISSOES";1;3;1;7;1;6;5;5;4;4;2;4;43
"431935 SAO PEDRO DA SERRA";-;-;2;2;-;1;-;-;-;1;-;-;6
"431936 SAO PEDRO DAS MISSOES";-;-;-;-;2;2;-;-;-;-;-;-;4
"431937 SAO PEDRO DO BUTIA";-;-;2;-;2;-;-;-;-;1;1;-;6
"431940 SAO PEDRO DO SUL";8;11;15;12;12;18;20;18;11;14;14;6;159
"431950 SAO SEBASTIAO DO CAI";11;13;13;18;23;18;6;13;16;23;17;15;186
"431960 SAO SEPE";12;11;19;23;23;30;27;14;21;17;16;10;223
"431970 SAO VALENTIM";1;1;-;-;-;-;-;-;-;-;-;1;3
"431971 SAO VALENTIM DO SUL";1;-;-;-;1;1;-;-;-;-;-;-;3
"431973 SAO VALERIO DO SUL";-;-;1;2;1;-;-;-;-;1;-;-;5
"431975 SAO VENDELINO";1;-;1;-;4;-;-;1;1;1;1;-;10
"431980 SAO VICENTE DO SUL";4;4;1;2;1;3;4;4;6;2;2;2;35
"431990 SAPIRANGA";62;69;45;62;73;75;65;69;69;55;58;66;768
"432000 SAPUCAIA DO SUL";66;55;71;74;114;74;95;70;77;66;65;66;893
"432010 SARANDI";13;8;12;13;25;12;14;15;16;14;20;7;169
"432020 SEBERI";8;8;9;9;13;14;18;8;8;9;6;8;118
"432023 SEDE NOVA";3;-;2;1;3;-;2;1;2;-;1;-;15
"432026 SEGREDO";2;5;3;2;-;4;4;3;2;2;3;3;33
"432030 SELBACH";2;3;2;5;9;3;1;2;2;6;5;7;47
"432035 SENTINELA DO SUL";3;1;2;1;1;6;2;1;1;3;1;5;27
"432040 SERAFINA CORREA";8;9;8;3;10;5;12;9;4;8;10;9;95
"432045 SERIO";1;1;1;2;3;4;2;3;1;3;1;1;23
"432050 SERTAO";3;4;5;2;4;2;5;3;4;1;1;5;39
"432055 SERTAO SANTANA";3;5;2;5;5;7;4;5;2;1;3;-;42
"432057 SETE DE SETEMBRO";-;-;1;-;-;1;1;1;-;-;1;-;5
"432060 SEVERIANO DE ALMEIDA";-;7;1;-;3;4;1;5;1;4;1;6;33
"432065 SILVEIRA MARTINS";1;1;2;-;2;1;2;1;1;-;1;-;12
"432067 SINIMBU";6;4;6;10;11;5;3;11;11;10;5;5;87
"432070 SOBRADINHO";8;8;11;9;15;20;13;10;6;12;10;8;130
"432080 SOLEDADE";31;21;45;31;33;25;59;32;39;28;21;18;383
"432085 TABAI";1;-;1;2;3;1;3;2;-;-;1;2;16
"432090 TAPEJARA";9;10;13;9;15;20;18;26;9;11;18;8;166
"432100 TAPERA";5;3;2;4;7;7;9;10;8;11;9;6;81
"432110 TAPES";3;4;3;7;14;6;3;11;3;3;6;5;68
"432120 TAQUARA";55;50;41;43;64;44;68;63;47;48;46;43;612
"432130 TAQUARI";15;13;13;18;21;21;30;14;20;11;14;14;204
"432132 TAQUARUCU DO SUL";1;1;-;1;1;4;-;1;2;1;-;1;13
"432135 TAVARES";2;2;2;1;1;-;4;2;2;4;1;1;22
"432140 TENENTE PORTELA";27;28;35;22;33;35;26;30;30;29;41;19;355
"432143 TERRA DE AREIA";4;-;3;3;2;7;4;2;2;9;3;3;42
"432145 TEUTONIA";20;23;17;8;34;29;34;33;26;26;34;21;305
"432146 TIO HUGO";2;-;1;-;-;2;2;1;1;-;-;2;11
"432147 TIRADENTES DO SUL";2;2;1;3;2;3;2;1;2;2;2;1;23
"432149 TOROPI";-;-;-;-;-;1;2;-;-;1;1;-;5
"432150 TORRES";38;31;54;41;45;42;49;48;46;53;36;61;544
"432160 TRAMANDAI";58;56;58;59;70;63;73;84;60;58;45;48;732
"432162 TRAVESSEIRO";1;-;1;-;2;-;-;-;-;-;-;-;4
"432163 TRES ARROIOS";-;1;3;1;-;6;-;3;3;2;1;2;22
"432166 TRES CACHOEIRAS";4;4;1;2;2;3;6;-;8;-;1;3;34
"432170 TRES COROAS";11;14;7;17;20;14;15;13;13;10;10;13;157
"432180 TRES DE MAIO";15;26;35;32;29;31;35;22;21;22;28;16;312
"432183 TRES FORQUILHAS";2;-;-;-;-;2;-;-;-;-;-;-;4
"432185 TRES PALMEIRAS";-;1;-;1;2;1;2;-;1;1;1;2;12
"432190 TRES PASSOS";42;30;38;43;48;36;41;37;26;28;26;32;427
"432195 TRINDADE DO SUL";1;3;3;2;5;3;6;5;7;6;1;2;44
"432200 TRIUNFO";19;14;16;17;25;16;19;22;12;10;16;18;204
"432210 TUCUNDUVA";5;8;10;4;7;6;6;7;3;5;3;8;72
"432215 TUNAS";-;2;2;1;-;1;1;2;1;2;-;2;14
"432218 TUPANCI DO SUL";-;-;-;-;-;-;-;-;-;-;-;1;1
"432220 TUPANCIRETA";11;12;12;15;16;11;15;13;5;14;9;3;136
"432225 TUPANDI";-;2;1;-;2;1;3;-;1;3;1;1;15
"432230 TUPARENDI";8;3;8;9;14;8;6;9;7;7;4;5;88
"432232 TURUCU";-;3;3;1;1;3;2;1;2;1;-;2;19
"432234 UBIRETAMA";1;-;-;-;1;2;-;1;1;2;-;-;8
"432235 UNIAO DA SERRA";1;-;-;-;-;-;-;1;-;-;-;-;2
"432237 UNISTALDA";-;-;-;2;-;-;-;-;1;-;-;-;3
"432240 URUGUAIANA";73;86;70;73;81;82;111;97;76;54;79;83;965
"432250 VACARIA";63;55;46;68;59;67;72;59;58;51;69;51;718
"432252 VALE VERDE";-;-;1;-;-;1;1;-;1;1;3;1;9
"432253 VALE DO SOL";5;5;8;10;14;12;5;9;14;10;6;3;101
"432254 VALE REAL";-;3;-;-;1;2;-;-;1;-;-;2;9
"432255 VANINI";-;1;-;1;-;-;-;-;1;-;-;1;4
"432260 VENANCIO AIRES";46;45;59;50;83;58;61;54;65;57;48;50;676
"432270 VERA CRUZ";17;19;15;10;26;27;22;21;17;17;16;23;230
"432280 VERANOPOLIS";12;25;19;21;21;28;17;25;21;22;25;15;251
"432285 VESPASIANO CORREA";-;-;1;-;-;-;-;-;1;1;-;-;3
"432290 VIADUTOS";3;2;5;5;5;1;2;6;4;5;6;3;47
"432300 VIAMAO";90;85;109;111;129;97;146;106;129;97;101;101;1301
"432310 VICENTE DUTRA";2;2;2;4;3;2;-;2;4;3;-;-;24
"432320 VICTOR GRAEFF";-;-;2;1;1;2;1;-;1;-;-;-;8
"432330 VILA FLORES";-;1;-;-;1;4;-;2;1;-;1;2;12
"432340 VILA MARIA";1;1;2;1;1;-;1;3;1;2;5;3;21
"432345 VILA NOVA DO SUL";-;1;1;2;-;-;5;2;1;4;-;1;17
"432350 VISTA ALEGRE";2;2;-;1;-;1;1;-;-;-;1;-;8
"432360 VISTA ALEGRE DO PRATA";1;-;1;-;-;1;1;-;-;-;-;-;4
"432370 VISTA GAUCHA";1;-;2;-;-;1;1;1;-;-;2;1;9
"432375 VITORIA DAS MISSOES";1;2;1;1;2;-;-;-;2;2;2;-;13
"432377 WESTFALIA";-;1;1;-;-;-;-;1;-;-;-;-;3
"432380 XANGRI-LA";5;8;5;3;8;2;3;11;8;4;2;5;64
"Total";7383;7114;7885;8096;9566;8975;10102;9209;8639;8202;7577;7365;100113
